,reaction,Unnamed: 0,dG,dG_std,ddG0,dG_prime,lower_bound,upper_bound,sign,direction
1084,R06446,1084,-36.00221054,6.383335796,81.09340087,45.09119033,25.94118294,64.24119772,1666.4926619999999,1
1085,R06447,1085,-240.418385,929.0751763000001,-342.81750889999995,-583.2358939,-3370.4614229999997,2203.9896350000004,-7428462.041,0
1086,R06448,1086,-819.5217655,53.02279752,681.7269618,-137.7948037,-296.8631963,21.27358886,-6315.345585,0
1087,R06449,1087,-932.3185222000001,14.32262076,88.77806888,-843.5404533,-886.5083156,-800.572591,709714.2592,2
1088,R02356,1088,-441.2125971,127.8689693,44.81747386,-396.3951232,-780.0020311000001,-12.788215300000001,9974.833908,0
1089,R02359,1089,-76.93218488,10.02631836,39.90068415,-37.03150073,-67.11045581,-6.95254565,466.5885076,0
1090,R01465,1090,71.99081167,6.396895689,-43.95492388,28.03588778,8.845200712999999,47.22657485,417.72853349999997,0
1091,R01467,1091,5.534022866,6.396512395,0.0,5.534022866,-13.65551432,24.72356005,-337.6129283,0
1092,R01466,1092,-9.866470991,6.346734392999999,-0.09210623400000001,-9.958577225,-28.9987804,9.081625954,-263.35607680000004,0
1093,R00848,1093,-40.42896527,8.890568664,43.75093032,3.3219650539999996,-23.34974094,29.99367105,-700.3444487,0
1094,R00846,1094,-112.34177759999999,10.93269383,0.145679787,-112.19609779999999,-144.9941793,-79.39801631,11512.25021,2
1095,R00847,1095,27.25527296,6.319155307000001,-39.397104999999996,-12.14183204,-31.09929796,6.815633881,-211.9614289,0
1096,R00841,1096,-5.818371025,6.315841083,-0.41555623399999997,-6.233927259,-25.18145051,12.71359599,-320.1467882,0
1097,R09534,1097,-11.92694618,13.62989221,-0.413201525,-12.3401477,-53.22982433,28.54952893,-1519.68641,0
1098,R04169,1098,-16.88339433,249.114986,-39.92803757,-56.8114319,-804.1563899,690.5335261,-555296.9475,0
1099,R04163,1099,80.44770231,8.52430044,-42.37685077,38.07085154,12.49795022,63.64375286,795.4164551,0
1100,R04161,1100,-2.9600000000000005e-13,127.28618059999998,0.0,-2.9600000000000005e-13,-381.8585418,381.8585418,-145815.9459,0
1101,R04166,1101,-54.96391032,73.98310767,2.84e-14,-54.96391032,-276.9132333,166.98541269999998,-46240.47055,0
1102,R04165,1102,5.455076942000001,6.319635619,-1.43e-06,5.455075513,-13.50383134,24.41398237,-329.6823004,0
1103,R09796,1103,10.924271699999998,6.330756022,41.15968915,52.08396085,33.09169278,71.07622892,2352.032732,1
1104,R09795,1104,-2.154981181,55.53766367,-0.16485534699999999,-2.319836528,-168.9328275,164.29315449999999,-27754.50713,0
1105,R09794,1105,-41.70557696,55.89052374,41.15940854,-0.54616842,-168.2177396,167.12540280000002,-28113.4575,0
1106,R09793,1106,64.29353238,116.61443840000001,-42.85218862,21.44134376,-328.4019714,371.284659,-121930.614,0
1107,R09790,1107,-70.86905731,147.0245898,-1.9899999999999999e-13,-70.86905731,-511.9428267,370.20471210000005,-189523.6468,0
1108,R09798,1108,-372.4036892,188.97801830000003,1.1550618209999999,-371.2486274,-938.1826822999999,195.6854275,-183588.6793,0
1109,R03418,1109,22.60782017,6.573203522999999,7.52e-06,22.60782769,2.8882171210000003,42.32743826,122.25083190000001,0
1110,R10584,1110,-30.24399577,194.40020819999998,-42.85219119,-73.09618697,-656.2968116000001,510.10443760000004,-334779.916,0
1111,R10585,1111,-115.4810506,238.01141030000002,-42.85219119,-158.3332418,-872.3674727,555.7009891,-484775.4674,0
1112,R10581,1112,-8.844178462999999,6.7538777770000005,-0.000557016,-8.844735477999999,-29.10636881,11.41689785,-332.3044396,0
1113,R10582,1113,-5.998901826,6.569437526000001,-0.000378539,-5.999280365,-25.70759294,13.70903221,-352.4262198,0
1114,R10583,1114,-37.20064388,6.390828077999999,1.223438335,-35.97720554,-55.14968977,-16.80472131,926.7751668,0
1115,R10588,1115,132.552084,220.85717889999998,-39.91023749,92.64184655,-569.9296902000001,755.2133832999999,-430418.5295,0
1116,R10589,1116,-105.40077649999999,174.4792835,41.1249008,-64.27587566,-587.7137262,459.16197479999994,-269855.7951,0
1117,R05746,1117,-822.1551013,179.9037283,-85.28477464,-907.4398759,-1447.151061,-367.728691,532158.9653,2
1118,R05748,1118,-219.01913530000002,201.1120323,40.15117805,-178.8679573,-782.2040542000001,424.4681396000001,-332020.6997,0
1119,R05749,1119,-68.51502701,100.84391020000001,-0.023182971,-68.53820998,-371.06994060000005,233.99352059999998,-86827.96179,0
1120,R10360,1120,-44.408669700000004,9.420826368,-85.70438238,-130.1130521,-158.37553119999998,-101.850573,16130.6386,2
1121,R02919,1121,-72.96706553,127.98368310000001,0.002722961,-72.96434257,-456.9153919,310.98670669999996,-142094.613,0
1122,R10362,1122,-451.2782221,9.626919792999999,44.81747289,-406.4607492,-435.3415086,-377.5799898,164376.2424,2
1123,R10365,1123,-16.94905155,120.99631780000001,-42.85219119,-59.80124274,-422.7901961,303.18771069999997,-128184.7917,0
1124,R10366,1124,-492.7041598999999,11.15722106,44.81747103,-447.88668889999997,-481.35835210000005,-414.4150257,199482.1339,2
1125,R10367,1125,-1262.615118,156.7305254,134.45242140000002,-1128.162696,-1598.354272,-657.9711198,1051670.95,2
1126,R02912,1126,40.75124513,17.41810189,-0.077502894,40.67374224,-11.58056343,92.92804791,-1076.1591529999998,0
1127,R02914,1127,10.21380805,6.895232699,-0.8533048609999999,9.360503192000001,-11.32519491,30.04620129,-340.2790858,0
1128,R02915,1128,92.01768812,137.640729,-45.41921493,46.5984732,-366.3237138,459.5206602,-168333.3148,0
1129,R00211,1129,-198.28940580000003,12.61571766,41.19112787,-157.0982779,-194.94543090000002,-119.25112490000001,23247.46193,2
1130,R00213,1130,-106.9012569,10.07025842,38.70176449,-68.19949242,-98.41026768,-37.98871716,3738.479825,2
1131,R00212,1131,13.91301925,6.8524913220000006,-0.029658785,13.88336047,-6.674113496,34.44083444,-229.86203790000002,0
1132,R00215,1132,9.207391127000001,8.949727998,0.018368301,9.225759428,-17.62342457,36.07494342,-635.7640441000001,0
1133,R00214,1133,8.277205172999999,8.951304133999999,0.018368301,8.295573474,-18.55833893,35.14948588,-652.316072,0
1134,R00219,1134,57.24939767,8.943247742,-42.38382017,14.865577499999999,-11.96416573,41.69532073,-498.84972719999996,0
1135,R00218,1135,76.03236335,180.02297180000002,42.38282996,118.4151933,-421.6537221,658.4841087,-277652.2754,0
1136,R08044,1136,-509.97696030000003,132.5205379,127.13033190000002,-382.8466284,-780.4082421,14.7149853,-11483.69581,0
1137,R08047,1137,-245.2922241,179.2398106,84.74959386,-160.5426302,-698.262062,377.17680160000003,-263368.2512,0
1138,R08043,1138,-264.6847362,121.14172649999999,42.37700363,-222.30773259999998,-585.7329121,141.1174469,-82657.13312,0
1139,R07837,1139,-653.0779422,221.97239069999998,85.40052293,-567.6774193,-1233.594591,98.23975279999999,-121188.0277,0
1140,R09825,1140,-5.318578346000001,6.65014128,-1.796542366,-7.115120712,-27.06554455,12.83530313,-347.39446860000004,0
1141,R06293,1141,-477.98105080000005,74.27950688,3.648259211,-474.3327916,-697.1713122,-251.494271,175334.5909,2
1142,R06523,1142,-19.81015718,220.3947196,-42.85219119,-62.66234837,-723.8465072,598.5218103999999,-433237.9219,0
1143,R09245,1143,-106.0114554,348.4039162,-128.55656580000002,-234.5680213,-1279.7797699999999,810.6437272999999,-1037445.443,0
1144,R08829,1144,-174.24158909999997,191.45854319999998,-0.251104798,-174.4926939,-748.8683235000001,399.88293569999996,-299459.6637,0
1145,R09244,1145,-210.3660869,812.946491,-299.96532030000003,-510.33140719999994,-2949.17088,1928.508066,-5687499.83,0
1146,R09247,1146,-141.3486072,464.5053831999999,-171.4087545,-312.7573617,-1706.2735109999999,1080.758788,-1844070.092,0
1147,R09246,1147,-70.67430362,232.31665919999998,-85.70437723,-156.3786809,-853.3286585000001,540.5712967000001,-461284.9794,0
1148,R07183,1148,-441.2031779,90.43807517,-41.04159766,-482.2447756,-753.5590011,-210.9305501,158948.6146,2
1149,R07184,1149,-474.05489589999996,11.90734032,-42.42747961,-516.4823755,-552.2043965,-480.7603545,265477.9814,2
1150,R07186,1150,-294.66343939999996,189.70789019999998,-42.25816095,-336.9216004,-906.0452710000001,232.2020702,-210385.5876,0
1151,R07188,1151,-296.0717898,11.31769205,42.37811019,-253.6936796,-287.6467558,-219.74060350000002,63207.671689999996,2
1152,R07634,1152,-21.26823404,105.5012406,-3.265662794,-24.53389684,-341.03761860000003,291.969825,-99572.69382,0
1153,R07633,1153,-41.15168312,105.5007841,-0.8889852890000001,-42.04066841,-358.5430207,274.46168389999997,-98406.32121000001,0
1154,R07630,1154,45.64748993,194.6454794,-42.85219119,2.795298743,-581.1411395,586.7317369,-340973.9502,0
1155,R03742,1155,447.749071,376.76878450000004,41.92624753,489.6753186000001,-640.6310348999999,1619.9816720000001,-1037810.535,0
1156,R01678,1156,2.267865971,6.439526732999999,-0.000178682,2.267687289,-17.05089291,21.58626749,-368.0651353,0
1157,R01676,1157,-36.69177879,106.00359990000001,40.13429689,3.4425180980000003,-314.56828160000003,321.45331780000004,-101119.0178,0
1158,R07988,1158,59.92224528,138.50554309999998,95.46310773,155.385353,-260.1312763,570.9019823,-148509.4613,0
1159,R07989,1159,65.24020931,160.72714230000003,95.41720018,160.6574095,-321.5240174,642.8388364,-206688.1252,0
1160,R07452,1160,-456.37217010000006,11.28766763,44.81747386,-411.55469619999997,-445.41769910000005,-377.6916933,168230.565,2
1161,R07982,1161,-150.927967,62.04317821,-41.05984675,-191.98781369999998,-378.1173483,-5.85827907,2215.116948,0
1162,R07983,1162,-433.9627034,116.02300929999998,-41.17004031,-475.1327437,-823.2017716,-127.06371580000001,104599.076,2
1163,R07456,1163,-228.99117540000003,118.50662109999999,-42.57055917,-271.5617346,-627.0815978999999,83.9581287,-52648.5975,0
1164,R07986,1164,-6.11834751,8.08615527,-0.0016744079999999998,-6.120021918,-30.37848773,18.13844389,-551.0184952000001,0
1165,R03298,1165,-38.82054906,6.3132057999999995,51.12730503,12.30675597,-6.63286143,31.24637337,-207.2528648,0
1166,R03291,1166,128.69519540000002,8.127569253999999,-83.53543772,45.15975766,20.777049899999998,69.54246542,1444.887274,1
1167,R03295,1167,22.73962727,10.26763782,2.446540958,25.18616823,-5.61674523,55.98908169,-314.4764075,0
1168,R03296,1168,0.054152393,8.894195898,0.0,0.054152393,-26.6284353,26.73674009,-711.9575536,0
1169,R03297,1169,181.6112889,95.9029787,38.02495494,219.6362439,-68.0726922,507.34517999999997,-34536.35228,0
1170,R06877,1170,-169.5809737,155.9425559,81.77999631,-87.80097743,-555.6286451000001,380.0266903,-211153.715,0
1171,R06589,1171,-6.147430518999999,6.400020291000001,-0.261508647,-6.408939166000001,-25.60900004,12.79112171,-327.5678363,0
1172,R06876,1172,-34.13022712,90.23001832,41.50409534,7.373868213,-263.3161867,278.0639232,-73218.73192,0
1173,R06585,1173,-644.7436617000001,156.806621,85.98204007,-558.7616217,-1029.181485,-88.3417587,90919.70238,2
1174,R03502,1174,-6.2487642999999995,6.651097705,2.640865655,-3.607898645,-23.56119176,16.34539447,-385.1169735,0
1175,R05177,1175,-67.65886719,386.10103310000005,94.99201317,27.33314598,-1130.969953,1185.636245,-1340918.969,0
1176,R05174,1176,-60.55216148,74.10977279,2.84e-14,-60.55216148,-282.8814799,161.77715690000002,-45763.76155,0
1177,R05172,1177,85.78535673,127.36942450000001,0.22381204899999999,86.00916878,-296.0991047,468.11744230000005,-138609.1556,0
1178,R05171,1178,18.62674712,101.2169702,80.83674081,99.46348793,-204.18742269999998,403.1143985,-82310.89008,0
1179,R05170,1179,-17.67628571,8.029051657,-1.259244765,-18.93553048,-43.02268545,5.151624491000001,-221.63672000000003,0
1180,R09498,1180,-13.72772293,117.58943909999998,-42.37685077,-56.10457371,-408.87289100000004,296.66374360000003,-121297.7625,0
1181,R00989,1181,-1.289839598,96.31800890000001,3.6183664189999996,2.3285268219999997,-286.62549989999997,291.2825535,-83489.00751,0
1182,R00983,1182,-565.8477324,114.4810663,-41.14318162,-606.990914,-950.4341129000001,-263.5477151,250484.7388,2
1183,R00985,1183,-161.2116478,11.38566588,-38.68683431,-199.8984822,-234.0554798,-165.74148459999998,38792.7027,2
1184,R00986,1184,-164.96671569999998,11.44076096,-39.95488716,-204.9216029,-239.2438858,-170.59932,40814.84423,2
1185,R01582,1185,-11.27718045,7.037342882000001,1.217044434,-10.06013601,-31.17216466,11.05189264,-344.511417,0
1186,R01583,1186,-7.269343586000001,6.643326312999999,-0.046266577999999996,-7.315610164,-27.2455891,12.61436878,-343.68590839999996,0
1187,R01586,1187,-1.6886096919999998,10.45999154,-0.015211385,-1.703821077,-33.083795699999996,29.67615354,-981.7998008999999,0
1188,R01587,1188,76.40429733,30.284773100000002,-2.040246662,74.36405066,-16.49026864,165.21837,-2724.495305,0
1189,R01584,1189,83.53754237,10.45259067,-46.04227593,37.49526643,6.13749442,68.85303844,422.5851392,0
1190,R01585,1190,-54.96739539,30.28372227,-40.00155527,-94.96895066,-185.8201175,-4.11778385,765.1670787,0
1191,R02160,1191,-666.9918389999999,309.0062102,-41.65064797,-708.642487,-1635.661118,218.37614359999998,-357189.3671,0
1192,R01589,1192,55.35580198,30.5199883,-0.002056711,55.35374526,-36.20621964,146.9137102,-5319.190058,0
1193,R02167,1193,-24.55415324,6.4456329939999994,-0.421867967,-24.97602121,-44.31292019,-5.639122228,249.8859732,0
1194,R00180,1194,11.911553,243.1668196,-0.925985402,10.9855676,-718.5148912000001,740.4860263999999,-532050.2367,0
1195,R05354,1195,-36.9322744,14.54441137,-42.39758825,-79.32986265,-122.96309679999999,-35.69662854,4389.367989,2
1196,R00189,1196,141.3738104,81.94880033,-79.64226093,61.73154944,-184.11485159999998,307.57795039999996,-56629.668679999995,0
1197,R09889,1197,3.4152098189999998,220.4314494,-42.85219119,-39.43698137,-700.7313296,621.8573667999999,-435754.9395,0
1198,R06911,1198,-224.15926299999998,99.51697401,-41.12606408,-265.28532709999996,-563.8362491,33.26559493,-18756.34827,0
1199,R06912,1199,-211.2034349,13.57486627,-0.037457614,-211.2408926,-251.9654914,-170.5162938,42964.22176,2
1200,R09888,1200,-20.03348821,214.4090335,-42.85219119,-62.8856794,-706.1127799,580.3414211,-409786.4941,0
1201,R09907,1201,-154.2777658,348.40990550000004,0.0,-154.2777658,-1199.507482,890.9519507000001,-1068703.531,0
1202,R09887,1202,11.70354156,232.41605640000003,-42.85219119,-31.14864963,-728.3968187999999,666.0995196,-485184.7711,0
1203,R03984,1203,57.99000489,6.583247087,0.599520529,58.58952542,38.83978416,78.33926668,3042.680209,1
1204,R09904,1204,2.790557862,6.337328348,1.775622255,4.566180117,-14.44580493,23.57816516,-340.6055745,0
1205,R03980,1205,-16.71117572,125.9806028,-42.38484197,-59.09601769,-437.0378261,318.84579069999995,-139347.6712,0
1206,R03982,1206,-453.88824129999995,90.46429822,46.38537692,-407.50286439999996,-678.8957591,-136.1099697,92404.48122,2
1207,R09886,1207,0.915086985,194.6073657,-42.85219119,-41.93710421,-625.7592013,541.8849928999999,-339089.5204,0
1208,R07773,1208,25.7421931,382.8122376,-89.64996847,-63.90777537,-1212.3444880000002,1084.5289369999998,-1314822.68,0
1209,R10114,1209,69.08216575,8.160302792000001,-45.04175235,24.04041341,-0.440494966,48.52132179,-21.37339799,0
1210,R10111,1210,60.83731991,139.9515342,42.38322213,103.22054200000001,-316.6340606,523.0751446,-165623.407,0
1211,R10110,1211,-301.88041949999996,174.65351930000003,-42.36938457,-344.249804,-868.2103619,179.71075390000001,-156026.7387,0
1212,R09885,1212,42.93220515,127.78540259999998,-0.006138151999999999,42.92606699,-340.4301408,426.2822748,-145119.3348,0
1213,R09902,1213,-46.72226554,220.3918194,-42.85219119,-89.57445673,-750.7499149,571.6010014999999,-429129.4032,0
1214,R04400,1214,274.6951091,91.13218011,-44.79311576,229.90199330000002,-43.49454703,503.2985336,-21890.74174,0
1215,R04405,1215,-73.55300675,51.33882839,0.002949607,-73.55005714,-227.5665423,80.46642803,-18311.4668,0
1216,R07774,1216,-328.5285039,254.66265330000002,57.84609748,-270.6824064,-1034.670366,493.30555350000003,-510408.6377,0
1217,R09903,1217,-52.86546424,116.45777140000001,-42.85219119,-95.71765543,-445.09096960000005,253.6556588,-112899.8431,0
1218,R02764,1218,16.42701792,7.822486204,-37.70353517,-21.27651725,-44.74397586,2.190941362,-98.03142742,0
1219,R02763,1219,71.29263598,10.40310694,-42.3834003,28.90923568,-2.30008514,60.1185565,-138.27779840000002,0
1220,R08454,1220,-248.3107683,187.2344213,-82.55687804,-330.8676463,-892.5709102,230.8356176,-206037.1573,0
1221,R08451,1221,30.84388379,132.1390443,-1.231909392,29.6119744,-366.8051585,426.02910729999996,-156269.6742,0
1222,R00402,1222,114.30122379999999,6.368657876,-42.3344451,71.96677868,52.86080505,91.07275231,4814.179005,1
1223,R00408,1223,8.345655661,8.947019557,43.64753358,51.99318924,25.15213057,78.83424791,1982.849297,1
1224,R00409,1224,12.47629394,7.085860437000001,2.422453075,14.89874701,-6.358834301,36.15632832,-229.91210069999997,0
1225,R08231,1225,31.29528915,7.042604407000001,-36.55438803,-5.259098879,-26.386912100000004,15.86871434,-418.72637050000003,0
1226,R08230,1226,-12.01656511,7.042545118,-0.6845272590000001,-12.70109237,-33.82872772,8.426542984,-285.05922830000003,0
1227,R08237,1227,23.07785366,6.694359666,-37.09829077,-14.020437099999999,-34.1035161,6.062641898,-206.7574056,0
1228,R08236,1228,88.08492968,295.2717017,-38.67206192,49.41286776,-836.4022372999999,935.2279729,-782226.7689,0
1229,R08235,1229,-272.5294983,20.47990301,-0.42976484299999995,-272.95926319999995,-334.3989722,-211.5195542,70731.92152,2
1230,R08234,1230,-121.96373249999999,255.36473900000001,79.83329061,-42.13044185,-808.2246589,723.9637752,-585125.3752,0
1231,R08239,1231,86.99892213,295.2648335,-38.01719609,48.98172604,-836.8127745,934.7762265,-782232.6876,0
1232,R08238,1232,21.99184611,6.587978874,-36.44342494,-14.45157882,-34.21551544,5.312357802,-181.7650604,0
1233,R06468,1233,-363.336128,8.990153821,-36.27593717,-399.6120651,-426.5825266,-372.64160360000005,158962.3968,2
1234,R06469,1234,-235.9920281,408.9240822,0.0,-235.9920281,-1462.764275,990.7802185,-1449277.908,0
1235,R06464,1235,-471.991191,9.824414863,44.81747386,-427.17371710000003,-456.64696169999996,-397.7004725,181608.7124,2
1236,R06465,1236,-366.5240223,10.14351281,-36.27593717,-402.7999595,-433.23049789999993,-372.3694211,161321.7897,2
1237,R06466,1237,-128.0088966,370.9922546,0.0,-128.0088966,-1240.98566,984.9678672,-1222330.999,0
1238,R06462,1238,-453.7467931,9.361420727999999,44.81747386,-408.9293193,-437.01358150000004,-380.8450571,166434.4624,2
1239,R02378,1239,-129.92451119999998,204.7180621,-0.010762411999999999,-129.93527360000002,-744.0894599,484.21891270000003,-360302.1892,0
1240,R02375,1240,-5.581099002999999,6.923525268,0.013219635,-5.567879368,-26.33845517,15.20269644,-400.41553860000005,0
1241,R02376,1241,-47.47158272,6.356826483,2.84e-14,-47.47158272,-66.54206217,-28.40110327,1889.86798,2
1242,R02373,1242,-142.045655,74.49677176,-0.00012376799999999998,-142.04577869999997,-365.536094,81.44453658,-29770.91778,0
1243,R00150,1243,109.7055244,9.998176333,-81.09892224,28.60660211,-1.387926889,58.60113111,-81.33408559,0
1244,R07840,1244,-34.33158361,127.3365353,0.0,-34.33158361,-416.3411895,347.6780223,-144752.6814,0
1245,R07849,1245,110.9804311,118.11979840000002,-162.1867987,-51.20636768,-405.5657629,303.1530275,-122948.4889,0
1246,R01449,1246,-3.561119253,6.304197971000001,-0.038127084,-3.599246337,-22.51184025,15.31334758,-344.73163430000005,0
1247,R01445,1247,17.87222864,6.595342815,0.0,17.87222864,-1.913799805,37.65825709,-72.07036507,0
1248,R01442,1248,-138.0350478,10.96789644,-1.4099999999999999e-05,-138.0350619,-170.93875119999998,-105.1313726,17971.025540000002,2
1249,R01441,1249,35.61861612,6.3425171989999996,-39.26193769,-3.643321574,-22.67087317,15.38423002,-348.7739277,0
1250,R01440,1250,-14.907587699999997,6.771752141,0.044602048,-14.86298566,-35.17824208,5.452270763,-191.8013008,0
1251,R09803,1251,2.624927811,13.72090825,-2.83882,-0.21389219,-41.37661694,40.94883256,-1694.324159,0
1252,R09800,1252,22.97924413,109.4655062,-0.00671507,22.97252906,-305.4239895,351.3690477,-107316.5363,0
1253,R09808,1253,36.26413051,156.2099544,-40.54669968,-4.282569173,-472.9124324,464.34729400000003,-219595.6083,0
1254,R05326,1254,12.2666235,6.353638789,0.520076436,12.78669994,-6.274216427000001,31.84761631,-199.8188374,0
1255,R09432,1255,-38.11499308,237.95394330000002,0.000263074,-38.11473001,-751.9765599,675.7470999,-508145.9795,0
1256,R09433,1256,-3.582803728,233.8020889,7.2e-05,-3.582731774,-704.9889985,697.8235348999999,-491957.915,0
1257,R09434,1257,-7.2663592889999995,233.802461,0.00027094099999999997,-7.266088347999999,-708.6734713,694.1412947000001,-491919.5209,0
1258,R10565,1258,46.7019701,6.432465109,-42.37703371,4.324936395,-14.97245893,23.62233172,-353.6843916,0
1259,R10562,1259,-417.4443255,12.55830581,44.81747386,-372.6268516,-410.301769,-334.9519342,137431.3711,2
1260,R10563,1260,-63.85944128,6.320336724,44.81747874,-19.04196255,-38.00297272,-0.08095237799999999,3.076431013,0
1261,R10560,1261,-400.7040257,15.66146153,1.1400000000000002e-13,-400.7040257,-447.6884103,-353.71964110000005,158356.1838,2
1262,R10561,1262,-67.16053107,74.06647318,3.7029458969999998,-63.45758518,-285.65700469999996,158.74183440000002,-45345.71693,0
1263,R09642,1263,16.89367343,6.773514658,-41.17307094,-24.27939751,-44.59994148,-3.9588535360000003,176.564636,0
1264,R05728,1264,-542.9942917000001,197.2865544,44.82076914,-498.17352259999996,-1090.033186,93.6861406,-102121.0023,0
1265,R05729,1265,-429.3219585,10.0396921,42.37685077,-386.9451077,-417.064184,-356.8260314,148819.3576,2
1266,R10945,1266,107.45407709999999,127.3252532,-2.5599999999999997e-13,107.45407709999999,-274.5216825,489.42983669999995,-134359.1022,0
1267,R05723,1267,-452.25549689999997,51.02490414,-0.66071165,-452.9162085,-605.9909209,-299.84149610000003,181701.2243,2
1268,R05721,1268,-16.37992147,220.3761412,0.0,-16.37992147,-677.5083451,644.7485021000001,-436822.4907,0
1269,R05727,1269,-462.08237189999994,10.52047925,44.7820101,-417.3003618,-448.86179960000004,-385.7389241,173143.4676,2
1270,R05724,1270,-450.29909569999995,22.6997226,-39.94070613,-490.2398018,-558.3389696,-422.140634,235697.5666,2
1271,R10940,1271,20.34407464,7.042239212,-39.113882000000004,-18.76980736,-39.896525,2.356910276,-94.03252974,0
1272,R02972,1272,-68.64333324,9.23689761,40.64939135,-27.99394189,-55.70463472,-0.28324906,15.77828542,0
1273,R02970,1273,8.233439199,90.18055665,-1.034885982,7.198553217000001,-263.3431167,277.7402232,-73140.97601,0
1274,R02974,1274,-9.438611643,125.5648872,39.89936051,30.46074887,-346.23391269999996,407.1554105,-140971.0109,0
1275,R02975,1275,56.28634368,6.495886528,-44.81845658,11.46788711,-8.019772474,30.95554669,-248.2564413,0
1276,R02978,1276,59.06239403,6.395988803,-45.43263898,13.62975504,-5.5582113689999995,32.81772145,-182.40783249999998,0
1277,R02979,1277,3.609145965,9.566092783,43.60325566,47.21240163,18.51412328,75.91067998,1405.4196869999998,0
1278,R03920,1278,34.00428658,7.878380687000001,-39.26482424,-5.2605376580000005,-28.89567972,18.3746044,-530.9466838000001,0
1279,R09115,1279,-78.84146231,116.3979202,-42.85219119,-121.6936535,-470.8874141,227.5001071,-107126.9371,0
1280,R09117,1280,-26.90325432,116.54454070000001,-42.85219119,-69.75544551,-419.38906760000003,279.8781766,-117377.8475,0
1281,R09111,1281,-52.87925239,116.4092916,-42.85219119,-95.73144359,-444.9593183999999,253.4964312,-112795.5992,0
1282,R09113,1282,13.78054207,73.82769268,-81.09339936,-67.31285729,-288.7959353,154.1702208,-44523.7331,0
1283,R10302,1283,29.45905131,93.67053086,0.011033257,29.47008456,-251.54150800000002,310.4816771,-78099.02928,0
1284,R10303,1284,-16.905550199999997,762.9481945,-4.668163808,-21.57371401,-2310.418298,2267.270869,-5238344.102,0
1285,R10301,1285,20.1250208,93.67723570000001,-83.54947575,-63.42445495,-344.45616210000003,217.60725219999998,-74956.15891,0
1286,R09119,1286,78.57724276,116.46353909999998,-42.85219119,35.72505156,-313.66556569999995,385.1156689,-120797.5241,0
1287,R10304,1287,-47.74312114,6.898873709,1.7960282140000001,-45.94709293,-66.64371406,-25.2504718,1682.785223,2
1288,R03799,1288,-47.03404666,7.808283651,-86.04408749,-133.0781341,-156.5029851,-109.6532831,17161.066130000003,2
1289,R10418,1289,72.33520838,127.31039569999999,-44.81723826,27.51797012,-354.413217,409.44915719999995,-145114.193,0
1290,R05320,1290,-480.0787326,105.8731947,-3.7195997789999997,-483.7983324,-801.4179165,-166.1787483,133178.6262,2
1291,R10419,1291,16.15507204,10.9175802,-1.218072323,14.93699972,-17.81574088,47.68974032,-849.6280562000001,0
1292,R00238,1292,22.42895671,6.367083839,-0.028951425,22.40000529,3.298753773,41.50125681,136.9024275,0
1293,R00230,1293,13.03878071,6.34329237,0.507749625,13.54653033,-5.48334678,32.57640744,-178.6277388,0
1294,R00236,1294,30.27307356,6.347359783,-42.502842799999996,-12.22976924,-31.27184859,6.812310108999999,-213.03353030000002,0
1295,R11093,1295,19.26747762,132.8165507,83.3764415,102.6439191,-295.80573300000003,501.09357120000004,-148226.3511,0
1296,R03761,1296,-51.22299845,6.331109371,42.36385653,-8.859141921,-27.85247003,10.13418619,-282.2621172,0
1297,R03766,1297,11.03360925,7.19931372,-39.37921215,-28.3456029,-49.94354406,-6.74766174,337.00214139999997,0
1298,R09720,1298,25.52784003,7.485890798,0.001086587,25.52892662,3.071254226,47.98659901,147.379045,0
1299,R07474,1299,-417.8691446,9.014153843999999,81.09339884,-336.77574580000004,-363.81820730000004,-309.73328430000004,112686.6082,2
1300,R07476,1300,1.56702728,105.50158459999999,1.536047765,3.103075045,-313.4016788,319.6078288,-100165.6301,0
1301,R07477,1301,75.98222801,110.17876389999999,-42.57441948,33.40780854,-297.1284832,363.9441002,-108138.1585,0
1302,R07955,1302,-378.43419589999996,168.6382986,40.65949095,-337.77470489999996,-843.6896007000001,168.1401909,-141858.1305,0
1303,R08085,1303,64.79518358,8.172030898,-44.81747386,19.97770972,-4.538382974,44.49380241,-201.9299153,0
1304,R08738,1304,125.0869351,148.00626689999999,-40.95857528,84.12835984,-359.8904409,528.1471605,-190075.1144,0
1305,R07507,1305,-36.52167344,73.85106607,44.81747386,8.295800428,-213.2573978,229.84899860000002,-49016.99933,0
1306,R07500,1306,-94.62652281,117.09662620000002,-1.681733422,-96.30825624,-447.5981348,254.9816224,-114129.2986,0
1307,R07502,1307,88.15502378,75.68684718,0.0024995670000000003,88.15752335,-138.9030182,315.2180649,-43784.7406,0
1308,R01611,1308,-119.8660451,127.297556,0.0008549510000000001,-119.86519009999998,-501.7578581,262.0274779,-131474.3461,0
1309,R02491,1309,-7.169751882000001,8.364924795,-0.001299693,-7.171051576,-32.26582596,17.92372281,-578.3237207000001,0
1310,R02490,1310,-1.6910735430000001,8.08296851,-0.001299693,-1.692373237,-25.94127877,22.55653229,-585.1452922,0
1311,R01618,1311,-4.050312697,6.771705037,-41.55680667,-45.60711937,-65.92223448,-25.29200426,1667.305435,2
1312,R01619,1312,197.3974189,135.23802519999998,-81.06515744,116.3322615,-289.38181410000004,522.0463371000001,-151070.7161,0
