,reaction,Unnamed: 0,dG,dG_std,ddG0,dG_prime,lower_bound,upper_bound,sign,direction
2095,R03365,2095,-356.5687662,90.83765528,-85.95771473,-442.52648099999993,-715.0394468,-170.01351519999997,121566.3698,2
2096,R01292,2096,16.466878400000002,180.03127980000002,-1.095731767,15.37114663,-524.7226928,555.4649860000001,-291465.0832,0
2097,R01290,2097,-34.8483414,8.887196907,0.020638659,-34.82770274,-61.48929346,-8.166112019,502.1284584,0
2098,R01291,2098,-14.455686499999999,8.978428962999999,-0.0030988409999999997,-14.45878534,-41.39407223,12.47650155,-516.4532063,0
2099,R02011,2099,-13.81115124,127.39079550000001,-42.85219119,-56.66334243,-438.8357289,325.5090441,-142844.9986,0
2100,R02010,2100,-55.27540224,172.3227201,-42.85219119,-98.12759343,-615.0957537,418.8405669,-257627.0542,0
2101,R02013,2101,5.580654494,116.3776524,-42.85219119,-37.271536700000006,-386.4044939,311.8614205,-120504.6544,0
2102,R10203,2102,-741.4439413,140.6156763,-41.15965898,-782.6036002999999,-1204.450629,-360.7565714,434513.4794,2
2103,R10750,2103,2.625376952,8.155307908,0.0,2.625376952,-21.84054677,27.09130068,-591.6888195,0
2104,R10201,2104,-21.49618606,153.89389419999998,-42.87398695,-64.370173,-526.0518556,397.3115096,-209006.4569,0
2105,R10207,2105,-109.51763400000002,10.93758563,-0.24833105100000002,-109.765965,-142.5787219,-76.95320811,10971.89006,2
2106,R10206,2106,-330.66003670000003,109.30561090000002,-2.113509783,-332.7735464,-660.6903791,-4.8567137,3208.784016,0
2107,R10205,2107,47.00236872,6.606132445,-44.85174627,2.15062245,-17.66777489,21.96901979,-388.143696,0
2108,R10204,2108,-121.0318081,112.84240190000001,7.219999999999999e-05,-121.03173590000002,-459.5589416,217.49546980000002,-99951.9879,0
2109,R05599,2109,16.69033734,12.07826637,0.000616099,16.69095344,-19.54384567,52.92575255,-1034.37274,0
2110,R05598,2110,-53.59090184,9.661847275,-0.051410815,-53.64231266,-82.62785449,-24.65677084,2037.336073,2
2111,R05594,2111,12.58987909,7.952029492,-46.03910501,-33.44922591,-57.30531439,-9.593137433999999,549.7377566,0
2112,R05597,2112,11.27358695,8.306647622,0.046773322,11.32036027,-13.5995826,36.24030314,-492.85299580000003,0
2113,R05593,2113,-60.91738839999999,90.29218309999999,-45.95661006,-106.87399850000001,-377.7505478,164.00255080000002,-61952.05341,0
2114,R06861,2114,-183.85575880000002,308.8388189,-0.036490921,-183.8922497,-1110.4087060000002,742.6242070000001,-824616.385,0
2115,R06862,2115,168.9481711,308.8424271,0.081092969,169.02926409999998,-757.4980172,1095.556545,-829881.9109,0
2116,R06863,2116,-185.6789425,308.8399032,0.078114585,-185.6008279,-1112.1205380000001,740.9188817,-823991.105,0
2117,R10736,2117,-109.65114579999998,142.71618490000003,41.18715612,-68.46398969,-496.6125444,359.68456499999996,-178623.867,0
2118,R03563,2118,-9.929130427999999,208.7688197,-41.15665853,-51.08578896,-677.3922481000001,575.2206701,-389650.0229,0
2119,R03564,2119,9.929130427999999,244.43111230000002,41.15665853,51.08578896,-682.2075478999999,784.3791259,-535109.3601,0
2120,R03565,2120,177.4765925,153.9452264,-2.878409083,174.5981834,-287.23749580000003,636.4338626,-182807.6689,0
2121,R07530,2121,-438.24972289999994,9.371467432000001,42.37685077,-395.87287210000005,-423.9872744,-367.75846980000006,155924.9112,2
2122,R07533,2122,112.6758638,254.5286732,-39.92256165,72.75330219,-690.8327174,836.3393218,-577770.5663,0
2123,R07535,2123,112.6758638,336.55800580000005,-39.92256165,72.75330219,-936.9207152,1082.42732,-1014148.578,0
2124,R07538,2124,-396.60905460000004,11.61981367,2.5599999999999997e-13,-396.60905460000004,-431.46849560000004,-361.74961360000003,156083.5616,2
2125,R03621,2125,61.08918244,6.939780132999999,-37.66775715,23.42142529,2.602084891,44.24076569,115.118228,0
2126,R03622,2126,-82.14623776,73.91830475,-0.476261001,-82.62249876,-304.377413,139.1324155,-42348.764689999996,0
2127,R03627,2127,-11.11805136,8.7750846,0.0,-11.11805136,-37.44330516,15.20720244,-569.4079216,0
2128,R03628,2128,-298.6169369,110.02029309999999,0.596750452,-298.0201865,-628.0810658,32.0406928,-20124.15248,0
2129,R01841,2129,19.73198134,12.19392543,8.1e-06,19.73198944,-16.84978685,56.31376573,-948.8749492999999,0
2130,R01844,2130,32.28921178,6.341657072,-39.41917041,-7.129958631,-26.15492985,11.89501259,-311.11321969999995,0
2131,R08527,2131,-354.9707092,13.62735199,0.005300327,-354.96540889999994,-395.8474649,-314.08335289999997,124329.099,2
2132,R03199,2132,-168.426656,348.416242,0.0,-168.426656,-1213.6753820000001,876.8220699999999,-1064177.361,0
2133,R03198,2133,51.04121189,6.335889631000001,-84.77998083,-33.73876893,-52.74643782,-14.73110004,777.0130522000001,0
2134,R03192,2134,119.61457060000001,6.634093312,-44.85362351,74.76094712,54.85866718,94.66322706,5193.098468,1
2135,R03194,2135,164.15932949999998,753.9852568,-79.84512329,84.31420617,-2177.641564,2346.269977,-5109335.022,0
2136,R06668,2136,-15.01161889,208.0470504,-2.89408311,-17.905701999999998,-642.0468532000001,606.2354492000001,-389231.5625,0
2137,R06666,2137,-14.70070019,208.04396459999998,-2.893992097,-17.59469228,-641.7265861000001,606.5372014999999,-389231.0477,0
2138,R06667,2138,-21.972365600000003,208.03172,-2.894088122,-24.86645372,-648.9616137,599.2287062999999,-388876.4282,0
2139,R06664,2139,-72.39765358,208.1222774,-8.682173642,-81.07982723,-705.4466593999999,543.287005,-383260.0028,0
2140,R06665,2140,-6.782281739,8.303880585,0.012078341000000001,-6.770203398,-31.68184515,18.14143836,-574.7542409,0
2141,R06662,2141,-50.98417518,7.592797946,-5.7881732470000005,-56.77234842,-79.55074226,-33.99395458,2704.2443190000004,2
2142,R02574,2142,-46.17478736,242.02787180000004,-41.16198261,-87.33676998,-813.4203854,638.7468454,-519569.7052,0
2143,R02572,2143,170.172797,301.6439725,0.012059269,170.1848563,-734.7470612000001,1075.116774,-789938.89,0
2144,R02573,2144,-89.64913853,301.608259,-39.84929484,-129.4984334,-1034.32321,775.3263436000001,-801938.0328,0
2145,R00715,2145,91.57824962,8.117946713,-44.81014344,46.76810618,22.41426604,71.12194632,1594.146226,1
2146,R00015,2146,-6.662595815,6.340327798,-0.000177033,-6.6627728489999996,-25.68375624,12.35821055,-317.40526719999997,0
2147,R05533,2147,111.6452185,180.2131545,-1.224157535,110.42106100000001,-430.2184025,651.0605245,-280098.2188,0
2148,R00011,2148,-351.3317881,254.4288741,74.27180588,-277.05998230000006,-1040.3466050000002,486.22664000000003,-505844.234,0
2149,R05165,2149,440.1617884,215.0314675,43.60729747,483.7690859,-161.3253166,1128.8634880000002,-182114.2597,0
2150,R05166,2150,-14.98509542,6.626518825,-0.014736613,-14.99983203,-34.87938851,4.879724445,-170.20180469999997,0
2151,R08973,2151,134.34490830000001,220.8418512,-39.89767221,94.44723612,-568.0783175,756.9727897000001,-430019.8288,0
2152,R07257,2152,-42.38166831,6.307567473,40.62702725,-1.754641066,-20.67734349,17.16806135,-354.98990160000005,0
2153,R05292,2153,-49.87002996,17.14226215,-1.228745999,-51.09877596,-102.52556240000001,0.32801049,-33.62945996,0
2154,R05290,2154,-308.15434419999997,13.91938238,42.37885508,-265.77548909999996,-307.5336362,-224.01734199999999,68892.86775,2
2155,R05296,2155,1.9490647330000002,6.9135829929999995,-41.16115287,-39.21208814,-59.95283712,-18.47133916,1107.409188,0
2156,R05295,2156,-339.1714719,15.28102503,-41.14819624,-380.31966810000006,-426.1627432,-334.47659300000004,142541.4624,2
2157,R05298,2157,-5.089092905,6.3428719629999994,-0.000146403,-5.089239308,-24.1178552,13.93937658,-336.1878659,0
2158,R05299,2158,-323.14847119999996,15.08191758,-83.53585054,-406.6843217,-451.93007439999997,-361.438569,163344.9594,2
2159,R04523,2159,-246.2694756,210.5299534,4.953151582,-241.316324,-872.9061842,390.27353619999997,-340672.1833,0
2160,R04522,2160,28.09724245,177.8347229,-41.15877845,-13.061536,-546.5657047,520.4426327,-284456.0943,0
2161,R04520,2161,47.82997778,381.50989039999996,-42.72391533,5.106062445,-1139.423609,1149.635734,-1309922.096,0
2162,R04526,2162,9.065612661,7.30449524,-2.878340666,6.187271995,-15.72621373,28.10075772,-441.91852170000004,0
2163,R04524,2163,-129.8602459,197.5963959,84.76807813,-45.09216781,-637.8813554999999,547.6970199,-349365.7175,0
2164,R09533,2164,-219.85330950000002,154.6196661,0.179542972,-219.67376659999996,-683.5327649000001,244.18523169999997,-166908.6066,0
2165,R09530,2165,-18.08032828,105.50109199999999,1.6127047159999999,-16.46762356,-332.97089960000005,300.03565239999995,-99903.14109,0
2166,R09821,2166,132.4930061,450.6610478999999,-79.94299237,52.55001376,-1299.4331300000001,1404.533157,-1825096.917,0
2167,R09313,2167,-374.9776102,12.08251539,-0.13169747199999998,-375.1093076,-411.3568538,-338.8617614,139393.108,2
2168,R09312,2168,-88.35540068,208.2437882,42.52197669,-45.83342398,-670.5647886,578.8979406000001,-388188.5752,0
2169,R09647,2169,2.7423526469999997,10.74811059,-0.064809807,2.67754284,-29.56678893,34.92187461,-1032.527696,0
2170,R09640,2170,32.77333948,6.35309378,-41.66205566,-8.888716182000001,-27.94799752,10.17056516,-284.2469298,0
2171,R05436,2171,-92.15965086,207.9469925,8.541545743,-83.61810512,-707.4590826,540.2228723999999,-382185.5777,0
2172,R05437,2172,-355.7996657,113.06126599999999,-77.43309718,-433.23276289999995,-772.4165609,-94.04896490000002,72644.97802000001,2
2173,R05434,2173,-849.7378867000001,266.0526701,42.32484815,-807.4130385,-1605.5710490000001,-9.2550282,14859.60533,0
2174,R05432,2174,-575.9275844,230.29240319999997,-72.551851,-648.4794353999999,-1339.3566449999998,42.3977742,-56785.74061,0
2175,R05433,2175,-290.60952369999995,191.8873712,-72.55185209999999,-363.1613758,-938.8234894,212.5007378,-199500.6842,0
2176,R09314,2176,-253.338696,121.20322659999998,-81.32191963,-334.6606156,-698.2702954,28.9490642,-20214.27161,0
2177,R05439,2177,-262.0442918,187.6767756,0.254976495,-261.7893153,-824.8196421,301.2410115,-248469.5033,0
2178,R09649,2178,3.833830728,12.29786695,-0.064809807,3.769020921,-33.12457993,40.66262177,-1346.9322650000001,0
2179,R10416,2179,-445.8922629,97.87335316,44.81766822,-401.0745947,-694.6946542000001,-107.4545352,74648.09117999999,2
2180,R10414,2180,-898.6753931,92.44496756,89.63193922,-809.0434539,-1086.378357,-531.7085512,577636.6621,2
2181,R10415,2181,-570.9652235,91.80271215,-0.044455113,-571.0096786,-846.4178151000001,-295.6015422,250202.4114,2
2182,R10410,2182,55.41461522,8.580982163,-81.09339867,-25.67878345,-51.42172994,0.064163039,-3.2993744639999996,0
2183,R02807,2183,27.66402039,127.28897240000002,33.16853106,60.83255146,-321.03436569999997,442.6994687,-142121.7431,0
2184,R10948,2184,-12.49546206,6.318907247,1.377498439,-11.11796362,-30.07468536,7.838758121000001,-235.7481841,0
2185,R10949,2185,88.06776517,6.867059021,-80.92658532,7.141179844,-13.45999722,27.74235691,-373.41204680000004,0
2186,R02801,2186,-67.24284326,11.50609661,-0.003429835,-67.2462731,-101.7645629,-32.72798327,3330.548913,2
2187,R11091,2187,75.69142813,220.50999280000002,0.074350677,75.76577881,-585.7641996,737.2957572,-431881.4591,0
2188,R10348,2188,30.22809821,88.20943031,-82.02719778,-51.79909958,-316.4273905,212.82919139999998,-67344.98564,0
2189,R11092,2189,-59.75931849,180.36729509999998,41.29013559,-18.46918289,-559.5710682,522.6327024,-292450.1396,0
2190,R11097,2190,-434.7652789,15.29684102,44.81747386,-389.94780499999996,-435.83832810000007,-344.05728189999996,149953.3505,2
2191,R11096,2191,-56.15033963,73.89066277,44.81747386,-11.33286577,-233.00485409999996,210.3391225,-49010.03655,0
2192,R00527,2192,-116.35993810000001,65.27489988,-41.19308505,-157.55302319999998,-353.3777228,38.27167644,-13524.357869999998,0
2193,R00524,2193,2.899406789,10.38037905,-1.260937668,1.638469121,-29.50266803,32.77960627,-967.0858419,0
2194,R00522,2194,-48.73346021,9.329593223,42.38131061,-6.352149602999999,-34.34092927,21.63663007,-743.0219827999999,0
2195,R07274,2195,-84.12621892,9.484157336,40.72802365,-43.39819527,-71.85066728,-14.94572326,1073.860189,0
2196,R07279,2196,5.728932877,6.626763682000001,-39.24168423,-33.51275135,-53.3930424,-13.6324603,727.878531,0
2197,R06271,2197,-71.04030172,7.509830841,81.09339935,10.05309763,-12.47639489,32.58259015,-406.5132614,0
2198,R01054,2198,59.01634634,6.347125761,-83.85826617,-24.84191983,-43.88329711,-5.800542547,254.54693199999997,0
2199,R01055,2199,-17.1447083,8.954320763,0.000245682,-17.14446262,-44.00742491,9.718499669,-427.6861444,0
2200,R01056,2200,1.7895978719999999,6.327315321,-0.11674259199999999,1.67285528,-17.30909068,20.65480124,-357.5158278,0
2201,R01722,2201,-31.1487061,7.767357131,38.28248736,7.133781255,-16.16829014,30.43585265,-492.0956962,0
2202,R01720,2202,183.9350596,74.86533156,-44.816243799999995,139.1188158,-85.47717888,363.7148105,-31089.315919999997,0
2203,R03388,2203,-9.007460713,61.00118897,-39.94774079,-48.9552015,-231.9587684,134.04836540000002,-31093.69375,0
2204,R03386,2204,-462.07489649999997,65.12587683,2.613996211,-459.46090030000005,-654.8385308,-264.08326980000004,172931.9004,2
2205,R03383,2205,48.32173828,7.819238815,-44.41508261,3.9066556739999996,-19.55106077,27.36437212,-535.0025023000001,0
2206,R06495,2206,1.526307368,116.360003,-2.8940831439999997,-1.367775776,-350.4477848,347.7122332,-121854.9819,0
2207,R06494,2207,-29.66987526,116.46489059999999,-2.894085493,-32.56396075,-381.95863260000004,316.83071110000003,-121016.2251,0
2208,R06496,2208,-38.14262332,116.58352099999999,-2.894085459,-41.03670877,-390.78727180000004,308.7138542,-120641.4449,0
2209,R06492,2209,-22.09198403,127.4117206,-2.894085459,-24.98606949,-407.2212313,357.2490923,-145479.4152,0
2210,R06498,2210,-22.09198403,8.461556317000001,-2.894085493,-24.98606952,-50.37073847,0.398599431,-20.07774769,0
2211,R02389,2211,-59.3848324,6.603791277000001,82.91367708,23.52884468,3.7174708489999997,43.34021851,161.1159989,0
2212,R02388,2212,44.99076674,62.04509632,-2.867642739,42.123124,-144.01216499999998,228.258413,-32871.98822,0
2213,R07715,2213,-573.5855856000001,127.49482739999999,44.75273412,-528.8328515,-911.3173337000002,-146.34836930000003,133369.8057,2
2214,R09588,2214,2.0541619630000003,6.355387027999999,-0.025265181,2.028896783,-17.0372643,21.09505787,-359.40207630000003,0
2215,R05609,2215,-48.16561501,14.75010304,0.002102993,-48.16351201,-92.41382113,-3.91320289,361.63403189999997,0
2216,R05608,2216,-46.73460711,6.365721532999999,0.000138842,-46.73446827,-65.83163287,-27.63730367,1819.408829,2
2217,R00893,2217,-337.0436786,100.6626899,-41.17626034,-378.2199389,-680.2080086,-76.2318692,51853.52794,2
2218,R05603,2218,-6.635175471,108.6934164,-41.41552673,-48.0507022,-374.1309514,278.02954700000004,-104019.4589,0
2219,R02036,2219,-35.89162479,6.388109071000001,-0.004835768,-35.89646056,-55.06078777,-16.73213335,921.2844432,0
2220,R00097,2220,512.8202471,6.574587414,-123.47025009999999,389.34999700000003,369.6262348,409.0737592,151204.3934,1
2221,R09055,2221,14.91911596,106.21844270000001,-81.29853981,-66.37942386,-385.034752,252.27590419999999,-97134.99021,0
2222,R00095,2222,527.1262695,319.0069177,39.82762325,566.9538927,-390.0668604,1523.9746460000001,-594452.0054,0
2223,R00093,2223,85.60400056,6.50562733,-43.56985062,42.03414994,22.51726795,61.55103193,1385.961079,1
2224,R00090,2224,-378.9958085,9.099442558,42.3769734,-336.6188351,-363.9171628,-309.32050739999994,112567.0415,2
2225,R10773,2225,-77.0500091,90.25498234,-2.142773337,-79.19278243,-349.95772949999997,191.5721646,-67042.15975,0
2226,R10772,2226,-0.938020793,96.31639481,1.35898327,0.42096247700000006,-288.528222,289.37014689999995,-83491.45397,0
2227,R03493,2227,-60.92291123,90.12564546,-0.000676455,-60.92358769,-331.3005241,209.4533487,-69392.00418999999,0
2228,R09058,2228,-148.4134229,564.0810812000001,51.20585331,-97.20756957,-1789.450813,1595.035674,-2854237.8839999996,0
2229,R09059,2229,379.9345777,289.47963730000004,0.964239119,380.8988168,-487.54009510000003,1249.3377289999999,-609102.2351,0
2230,R03546,2230,-74.98181356,11.28134854,41.32300685,-33.65880670000001,-67.50285232,0.18523892,-12.50415546,0
2231,R03540,2231,-5.148784896,8.592218885,2.5470184,-2.6017664959999998,-28.37842315,23.17489016,-657.6668394,0
2232,R03542,2232,30.97265598,141.0845494,40.78461844,71.75727442,-351.4963738,495.01092259999996,-173994.5443,0
2233,R03543,2233,-324.4381718,11.48067051,42.3768494,-282.0613224,-316.5033339,-247.61931090000002,78372.33744,2
2234,R03549,2234,-287.4424159,167.16444330000002,-42.32184452,-329.76426039999996,-831.2575903,171.7290695,-142751.0925,0
2235,R03495,2235,10.07933887,232.73301119999996,-44.81662083,-34.73728196,-732.9363156000001,663.4617516,-486275.2118,0
2236,R08099,2236,8.840000000000001e-11,127.28618059999998,0.0,8.840000000000001e-11,-381.8585418,381.8585418,-145815.9459,0
2237,R08098,2237,-8.840000000000001e-11,127.28618059999998,0.0,-8.840000000000001e-11,-381.8585418,381.8585418,-145815.9459,0
2238,R07040,2238,-180.8156851,90.25940563,0.00186715,-180.813818,-451.59203489999993,89.96439889,-40627.20596,0
2239,R07043,2239,-183.332968,90.26236832,0.000129251,-183.3328388,-454.1199438,87.45426616,-39714.72643,0
2240,R07042,2240,-186.89408730000002,90.25967156,0.000129251,-186.893958,-457.6729727,83.88505668,-38391.92325,0
2241,R03601,2241,-54.85067748,155.8344366,-0.062211475999999995,-54.91288896,-522.4161988,412.5904208,-215543.9193,0
2242,R08541,2242,6.040586771,220.43103900000003,-42.85219119,-36.81160442,-698.1047214,624.4815126,-435953.4924,0
2243,R08540,2243,83.35647316,232.29872310000002,-42.85219119,40.50428197,-656.3918873,737.4004513,-484023.6739,0
2244,R08543,2244,126.3379058,220.39301030000001,-42.85219119,83.48571462,-577.6933163,744.6647455,-430187.8464,0
2245,R08542,2245,-36.12278299,254.4241115,-42.85219119,-78.97497418,-842.2473087000001,684.2973602999999,-576347.6101,0
2246,R08545,2246,-47.69751101,73.74438603,-42.85219119,-90.5497022,-311.78286030000004,130.6834559,-40744.86167,0
2247,R08547,2247,57.944160399999994,244.96015690000002,-39.92220867,18.02195173,-716.858519,752.9024224,-539724.5155,0
2248,R08546,2248,25.20181839,194.65514340000001,-42.85219119,-17.6503728,-601.615803,566.3150574,-340704.088,0
2249,R02634,2249,15.00784856,6.789703734,-2.350949286,12.65689927,-7.712211932000001,33.02601047,-254.703592,0
2250,R02636,2250,-56.76241696,8.930464861,44.33086647,-12.43155049,-39.22294507,14.35984409,-563.2353760999999,0
2251,R06392,2251,23.87404518,6.368861269,-41.17132019,-17.29727502,-36.40385883,1.809308787,-65.86582166,0
2252,R06393,2252,12.09929781,6.9200046870000005,-41.170219200000005,-29.07092139,-49.83093545,-8.310907328999999,414.1402867,0
2253,R06396,2253,2.977195757,8.172777914,1.391612471,4.368808229,-20.14952551,28.88714197,-582.0622041,0
2254,R06394,2254,31.67608625,8.202076123,-81.08954115,-49.4134549,-74.01968327,-24.80722653,1836.2230510000002,2
2255,R02559,2255,326.9552332,8.162462546,-82.31611116,244.63912200000001,220.1517344,269.1265096,59248.66786,1
2256,R10361,2256,-480.06000389999997,9.190706762000001,44.81747386,-435.2425301,-462.81465039999995,-407.6704098,188675.8382,2
2257,R02551,2257,-63.47916359,10.39791961,41.13828442,-22.34087917,-53.534638,8.85287966,-473.9357079,0
2258,R02552,2258,-71.22635175,10.24431338,41.15117173,-30.07518002,-60.80812016,0.65776012,-39.99715641,0
2259,R00778,2259,-22.05635837,91.4151605,-0.00054685,-22.05690522,-296.3023867,252.18857630000002,-74724.07706,0
2260,R04436,2260,115.37720900000001,279.0152378,-39.91819384,75.45901517,-761.5866982000001,912.5047286,-694951.4634,0
2261,R08893,2261,-7.693855654,225.91264909999998,-39.94168306,-47.63553871,-725.3734860000001,630.1024086,-457059.5807,0
2262,R00772,2262,0.31677830100000004,6.307864187000001,-0.004851014,0.311927287,-18.61166527,19.23551985,-358.0050568,0
2263,R04347,2263,-74.69863722,51.21636108,0.20252635100000002,-74.49611087,-228.1451941,79.15297237,-18058.37025,0
2264,R00776,2264,4.959156352,7.265878591,0.205481917,5.164638269,-16.632997500000002,26.96227404,-448.46343679999995,0
2265,R00777,2265,-19.09773011,7.0508587579999995,-0.009383615,-19.10711373,-40.25969,2.0454625440000003,-82.34968794,0
2266,R00774,2266,35.15974182,7.453248995,-39.64843199,-4.488690173,-26.84843716,17.87105681,-479.80994580000004,0
2267,R10369,2267,-23.69570079,10.25164444,-85.70438238,-109.4000832,-140.15501650000002,-78.64514988,11022.512279999999,2
2268,R10619,2268,4.802223907,6.332714302,0.0,4.802223907,-14.195919,23.80036681,-337.8680794,0
2269,R07116,2269,39.38507605,155.9585395,-41.14197336,-1.7568973140000002,-469.63251579999996,466.11872120000004,-218904.5077,0
2270,R08633,2270,2.7437617000000003,90.50240367,-41.28006305,-38.53630135,-310.0435124,232.9709097,-72231.11911,0
2271,R07112,2271,-415.210211,155.9586875,3.658695415,-411.5515156,-879.4275781,56.3245469,-49533.35987,0
2272,R04861,2272,17.39786758,100.63239320000001,-0.889011475,16.50885611,-285.3883235,318.40603569999996,-90869.36472,0
2273,R04893,2273,-89.991762,127.60815829999999,-0.017674847,-90.00943685,-472.83391179999995,292.8150381,-138452.8799,0
2274,R04894,2274,-72.96706553,127.98368310000001,0.00662433,-72.9604412,-456.9114905,310.99060810000003,-142095.1823,0
2275,R01553,2275,83.00231074,90.17427829,-0.012801231000000001,82.98950951,-187.5333254,353.51234439999996,-66295.3455,0
2276,R09918,2276,-155.6473706,159.71244140000002,0.0,-155.6473706,-634.7846948,323.48995360000004,-205346.4715,0
2277,R09915,2277,-220.60935730000003,402.21450169999997,0.0,-220.60935730000003,-1427.2528619999998,986.0341478,-1407320.06,0
2278,R09914,2278,-157.1338479,344.6417751,0.0,-157.1338479,-1191.059173,876.7914774000001,-1044310.532,0
2279,R09917,2279,-199.94035469999997,378.0155775,0.0,-199.94035469999997,-1333.987087,934.1063777999999,-1246085.846,0
2280,R09911,2280,-146.26253530000002,370.79776969999995,0.0,-146.26253530000002,-1258.655844,966.1307738,-1216026.145,0
2281,R09910,2281,-159.80947350000002,431.3699511,0.0,-159.80947350000002,-1453.919327,1134.3003800000001,-1649181.245,0
2282,R09913,2282,-67.99989527,220.4867509,0.0,-67.99989527,-729.460148,593.4603574,-432905.6801,0
2283,R09912,2283,-125.389444,332.6990212,0.0,-125.389444,-1123.486508,872.7076196,-980475.2357,0
2284,R04099,2284,95.05816382,74.01461472,-44.81747386,50.24068996,-171.8031542,272.2845341,-46779.3418,0
2285,R04093,2285,-158.1986362,172.296447,0.0017797660000000001,-158.1968564,-675.0861974,358.69248460000006,-242148.3455,0
2286,R04092,2286,-11.65209077,90.00507625,3.203953854,-8.448136912,-278.46336569999994,261.5670918,-72836.85274,0
2287,R04091,2287,-188.95146709999997,154.3574936,-41.11696521,-230.06843230000004,-693.1409131,233.00404849999998,-161504.6389,0
2288,R04095,2288,-50.95167596,73.99880357,43.60991791,-7.341758047999999,-229.3381688,214.65465269999999,-49228.504960000006,0
2289,R04094,2289,-92.87568882,220.03666299999998,-42.38312321,-135.258812,-795.368801,524.851177,-417450.2514,0
2290,R08857,2290,-43.04555967,762.9385715,-2.894089442,-45.93964911,-2334.755364,2242.876065,-5236566.924,0
2291,R05410,2291,-125.7114477,213.10968219999998,-41.13518852,-166.8466363,-806.1756829,472.4824103,-380903.8298,0
2292,R05412,2292,-17.61997034,213.2013692,-41.13868601,-58.75865635,-698.362764,580.8454512999999,-405640.8348,0
2293,R00175,2293,39.52773217,225.9132048,-39.93786686,-0.41013469399999997,-678.1497491,677.3294797,-459330.8167,0
2294,R05417,2294,-288.8160113,13.35151922,42.37684878,-246.4391626,-286.4937203,-206.3846049,59127.89327000001,2
2295,R00179,2295,-5.54527206,225.94209419999999,-39.92800219,-45.47327425,-723.2995569,632.3530084,-457380.6507,0
2296,R08440,2296,89.76111615,97.38503393,-81.08232840000001,8.678787745,-283.476314,300.8338895,-85279.28215,0
2297,R08441,2297,58.3263826,268.4209149,-39.94604256,18.38034003,-786.8824047,823.6430847,-648110.2511,0
2298,R08442,2298,-84.93900752,8.535132055,44.81923528,-40.11977224,-65.72516841,-14.51437608,953.9598117999999,0
2299,R10430,2299,-34.70568529,302.3922031,-39.93748535,-74.64317064,-981.8197799000001,832.5334387,-817397.7975,0
2300,R10431,2300,34.09198063,240.33968959999999,-39.92263605,-5.830655421,-726.8497242000001,715.1884134,-519834.501,0
2301,R02821,2301,-167.33083630000002,172.7040689,-0.005301335999999999,-167.3361376,-685.4483443,350.77606910000003,-240438.8758,0
2302,R02825,2302,34.11053117,10.32069548,-0.003953342,34.10657783,3.14449139,65.06866427,204.6078546,0
2303,R00549,2303,3.7331809810000003,10.90374763,1.7717859519999999,5.5049669329999995,-27.20627596,38.21620982,-1039.72075,0
2304,R00548,2304,17.70372095,10.90086939,-41.58444719,-23.88072624,-56.58333441,8.82188193,-499.17149539999997,0
2305,R08395,2305,-28.78175223,127.62235590000002,-42.85219119,-71.63394342,-454.5010111,311.23312430000004,-141455.7697,0
2306,R08391,2306,-395.90959530000003,74.17114991,44.819413399999995,-351.09018189999995,-573.6036316000001,-128.57673219999998,73752.08052,2
2307,R08652,2307,-881.5546708999999,147.67976430000002,89.64761257,-791.9070583,-1234.946351,-348.86776539999994,430832.9739,2
2308,R08655,2308,-870.2774904999999,147.64617090000002,89.64649702,-780.6309934,-1223.569506,-337.6924807,413190.2218,2
2309,R07250,2309,-311.267262,214.9227935,137.6128399,-173.65442209999998,-818.4228026000001,471.1139584,-385570.4062,0
2310,R07251,2310,-1184.034561,226.8306326,821.036748,-362.99781310000003,-1043.489711,317.49408470000003,-331301.8107,0
2311,R07253,2311,-291.54861089999997,22.08829753,141.62606719999997,-149.9225437,-216.1874363,-83.65765111,18085.733119999997,2
2312,R08974,2312,-22.07000336,127.44543829999999,2.8573123039999997,-19.21269105,-401.549006,363.1236239,-145811.9302,0
2313,R07708,2313,449.88966270000003,246.1184372,-0.017259424,449.8724033,-288.4829083,1188.227715,-342783.3869,0
2314,R07706,2314,-404.803121,133.0811593,42.35835833,-362.4447626,-761.6882405,36.7987153,-28029.14871,0
2315,R07707,2315,390.48511210000004,264.7421256,-0.017262366,390.4678497,-403.75852710000004,1184.694227,-478330.396,0
2316,R07702,2316,-504.7074199,98.89323632,-83.5062867,-588.2137066,-884.8934155999999,-291.5339976,257976.5149,2
2317,R07703,2317,-66.32489522,10.17855411,-42.35266308,-108.67755829999999,-139.2132206,-78.14189597,10878.385,2
2318,R06257,2318,-43.67529058,147.3769245,165.831727,122.1564364,-319.9743371,564.2872099,-180557.4259,0
2319,R06256,2319,-100.24126729999999,10.3904668,80.93089509999999,-19.31037223,-50.48177263,11.86102817,-598.7657272000001,0
2320,R01703,2320,-636.0024495,15.76292048,41.17246,-594.8299895,-642.1187509,-547.5412281,351586.4895,2
2321,R01707,2321,198.7141322,107.05537520000001,-41.99810529,156.7160269,-164.45009869999998,477.8821525,-78587.76715,0
2322,R05625,2322,125.09692199999999,108.4832154,-121.54816299999999,3.5487590019999997,-321.9008872,328.9984052,-105904.8785,0
2323,R05623,2323,-229.90895580000003,10.30536026,4.878213475,-225.0307424,-255.94682319999998,-194.1146616,49683.03097,2
