,ID,dG,std
0,rxn00001,-14.935338074802472,3.2860470251648084
1,rxn00002,-95.93561571800984,33.67482179721791
2,rxn00003,23.48270884683193,47.94364761659492
3,rxn00004,-5.804669282363989,47.24368608576076
4,rxn00006,-194.7168432003258,8.1881555641515
5,rxn00007,-12.452313444668874,3.489999784167189
6,rxn00007,,
7,rxn00008,-272.7670743964994,94.1815947346665
8,rxn00009,1.9718431880847904,3.6984403703268978
9,rxn00010,-21.2163668706973,5.809503198296487
10,rxn00011,-30.22487015022982,58.70566957164023
11,rxn00012,-21.438902053379422,48.70796525234106
12,rxn00013,,
13,rxn00014,,
14,rxn00015,-19.63310411609706,75.56620508158403
15,rxn00016,10.51970200862263,44.83115166376158
16,rxn00017,-20.201921594245107,92.1540265189438
17,rxn00018,-36.83502595983511,4.942234533215917
18,rxn00020,25.664851868439087,66.0034261209102
19,rxn00020,,
20,rxn00021,9.9210853227019,88.41204308818084
21,rxn00022,24.2892768344384,66.18112169479441
22,rxn00022,,
23,rxn00023,,
24,rxn00024,-203.7309991080391,115.23396966755966
25,rxn00025,-304.0765107117736,157.31529518129753
26,rxn00026,-121.6241556731145,18.3143735169265
27,rxn00027,,
28,rxn00028,-322.66865634231044,202.87762874183804
29,rxn00029,-163.23671513411406,100.48432821892028
30,rxn00030,-35.32412840691285,68.16515868545353
31,rxn00031,9.896031607735084,40.44059651960512
32,rxn00033,-538.1531790933567,66.74791754296797
33,rxn00034,-259.5309041276568,114.22118884097888
34,rxn00035,-118.5134848997566,130.25630727271698
35,rxn00036,-620.030771039815,186.4249833313185
36,rxn00038,-36.38896795844394,30.53280588477537
37,rxn00039,-45.7684263217074,35.48415375980046
38,rxn00040,-75.2676855984601,67.73800163393693
39,rxn00041,-76.84325622721363,72.48076529054835
40,rxn00042,-403.26980097508215,47.16387483362812
41,rxn00043,-550.0081616168026,219.60470019359255
42,rxn00044,0.3237726194981007,38.76030154156439
43,rxn00045,0.0064045472865927,3.2791974649514657
44,rxn00046,-44.921216050589415,41.77279973239616
45,rxn00047,,
46,rxn00048,59.23400370540088,210.31238616260467
47,rxn00051,-444.1794873092251,311.56215911653345
48,rxn00052,-145.47641959207812,22.74906868197036
49,rxn00054,-1223.188617002157,227.65479171840855
50,rxn00055,-73.87358234637047,297.5647536504854
51,rxn00056,,
52,rxn00057,-906.9913110610878,359.4198341795766
53,rxn00058,,
54,rxn00060,-297.10033838962346,212.25919615047505
55,rxn00061,-50.36286166249454,3.336381368419587
56,rxn00062,-26.14264444932013,3.2940239250001677
57,rxn00063,-35.427523587692065,3.331760149384354
58,rxn00064,-23.649445776723557,3.374902400285458
59,rxn00065,7.188115121650789,3.460505918316949
60,rxn00066,-328.67982497386663,4.854669916441176
61,rxn00067,2.7134728160838364,7.37199554058873
62,rxn00068,,
63,rxn00069,49.01826500421521,3.428671357978518
64,rxn00070,18.4552762852241,3.394277549257731
65,rxn00071,249.9583118729231,168.34616957863088
66,rxn00072,381.0175154623103,3.58157926069554
67,rxn00074,65.24515773909025,3.331693695446193
68,rxn00075,-19.06706466140133,33.29143584591316
69,rxn00076,-35.170438314681746,3.7440293768319015
70,rxn00077,-12.239141429412712,4.6327995729350295
71,rxn00078,-15.473452829652842,4.6327995729350295
72,rxn00079,,
73,rxn00080,-377.7832040620717,3.58157926069554
74,rxn00083,3.234311400239904,3.2791974649514657
75,rxn00084,-325.4455135736267,4.854669916441176
76,rxn00085,45.783953603975306,3.428671357978518
77,rxn00086,15.220964884983744,3.394277549257731
78,rxn00088,-13.903503019907165,4.643280022774189
79,rxn00089,-12.143220426211684,5.835116206120005
80,rxn00090,-115.50770548831692,5.774803739977494
81,rxn00092,-24.220217213174408,3.295430063736404
82,rxn00093,-23.647636412833396,3.374902400285458
83,rxn00095,-39.5437888657284,3.754012776890237
84,rxn00096,13.401144416408442,3.716715788427085
85,rxn00097,-1.9224272361457224,3.283777273671451
86,rxn00098,-24.37843598659066,3.2940239250001677
87,rxn00099,-123.3665233703582,73.74864769153297
88,rxn00100,2.401783289438981,4.635903066973693
89,rxn00101,-30.63542590768506,6.037236963627296
90,rxn00102,5.144282343712817,4.755248207433513
91,rxn00102,5.282179400632998,4.755248207433513
92,rxn00103,-15.683342644165975,4.904454518780333
93,rxn00105,-0.2570852730102615,3.695327526535351
94,rxn00106,-14.94749824734052,3.2940239250001677
95,rxn00107,0.0225750580240173,3.2791974649514657
96,rxn00108,1.78105017699977,3.283777273671451
97,rxn00109,254.30916100550536,63.84532910598607
98,rxn00113,0.2215632371665208,5.486827114322259
99,rxn00114,26.364207686486537,5.48362434234828
100,rxn00115,-73.682307295306,5.021791812467385
101,rxn00116,-23.21609509283934,3.295430063736404
102,rxn00117,-1.4710852028083536,3.2791974649514657
103,rxn00118,-0.4513420333373688,3.283777273671451
104,rxn00119,-2.926549356480791,3.283777273671451
105,rxn00120,-24.671559246511777,3.2940239250001677
106,rxn00121,-21.88610337013557,52.20929404108652
107,rxn00122,-13.54142021755652,52.20625999325716
108,rxn00123,3.6322377701572464,42.13248298836267
109,rxn00124,-29.774882219477437,42.13224723193477
110,rxn00125,45.81253405811256,95.75282141363616
111,rxn00126,75.58837643173614,98.95663003005458
112,rxn00127,-34.52252458555125,23.392495543377407
113,rxn00128,-40.172589749391214,102.41152994019558
114,rxn00129,43.367448263615934,106.5961157927532
115,rxn00130,-23.643278660939373,3.374902400285458
116,rxn00131,-12.723221507978906,3.561376301696839
117,rxn00132,-12.287390033798658,3.301116527671696
118,rxn00133,-37.62136162958268,3.7450135891448944
119,rxn00134,-13.855254415521472,3.3031330777153185
120,rxn00136,-37.96326781342816,3.7450135891448944
121,rxn00137,2.014601789672384,28.9412398741642
122,rxn00138,0.5193219125487474,69.15454856729039
123,rxn00139,18.425121405046127,3.535195780497318
124,rxn00140,-42.615638709342846,3.5038563060737427
125,rxn00141,34.7634454500777,4.635824345251317
126,rxn00142,-23.63259998840722,3.374902400285458
127,rxn00143,1.938539928849309,31.656596857134165
