,Unnamed: 0,ID,dG,std
50,50,R02702,-373.69780305115125,80.41361998521133
51,51,R02703,41.015504643148816,28.922277281280916
52,52,R02704,,
53,53,R02705,-13.821444823880256,3.3031330777153185
54,54,R02706,12.321199625439805,3.301116527671696
55,55,R02707,21.58185281776987,34.576289310674866
56,56,R02708,-373.70051260436696,48.06762259057341
57,57,R02709,-42.8817434335144,55.000968614752594
58,58,R02711,-36.599264810726936,62.3753625305751
59,59,R02712,1.1717412230348287,62.37417395136911
60,60,R02713,-284.053648516226,51.89070928087904
61,61,R02714,-15.525703161671345,22.883157638643176
62,62,R02715,-97.7385238012862,70.80334856187216
63,63,R02716,,
64,64,R02717,,
65,65,R02718,,
66,66,R02719,-12.26870560944974,3.301116527671696
67,67,R02720,-35.420515717743115,3.331760149384333
68,68,R02721,1633.4910288850365,73.58443912076784
69,69,R02722,-31.710024910966556,4.794275274479236
70,70,R02723,,
71,71,R02724,,
72,72,R02725,,
73,73,R02726,,
74,74,R02727,18.604696791469195,34.52495293272043
75,75,R02728,0.0668716396059707,42.17548970817079
76,76,R02729,-3.5784407391846003,4.015757577655799
77,77,R02730,-5.913941994015715,3.301116527671696
78,78,R02731,5.382373296322513,29.4024479677036
79,79,R02732,-31.525017745642685,29.401586930583136
80,80,R02733,-19.10767832601566,34.69449517654352
81,81,R02734,0.4472924504558477,52.88437315069639
82,82,R02735,-0.7748435467468227,4.012591311475723
83,83,R02736,-23.75534158324217,33.132463843167336
84,84,R02737,-37.53617372934704,33.25943937680256
85,85,R02738,,
86,86,R02739,-1.3591821947958564,4.63264113514113
87,87,R02740,11.00732288385419,44.628121502359456
88,88,R02741,-45.65631934988315,43.60375913614477
89,89,R02742,15.13381557690724,3.394277549257731
90,90,R02743,14.434530328399054,52.93726745592367
91,91,R02744,,
92,92,R02745,,
93,93,R02746,,
94,94,R02747,,
95,95,R02748,9.726808838091358,3.7862214403663774
96,96,R02749,-21.55516745337463,27.97246261821079
0,0,R02750,13.876076800199485,3.3031330777153185
1,1,R02751,,
2,2,R02752,-43.64768902306764,29.86855287636357
3,3,R02754,24.98129793639371,26.20566928827425
4,4,R02755,36.602104116651645,4.629131643568443
5,5,R02756,,
6,6,R02757,,
7,7,R02758,,
8,8,R02760,,
9,9,R02762,-32.787987044900206,43.40399431836168
10,10,R02763,1.54591247500872,53.04893519496645
11,11,R02764,6.505578394497988,47.34263875129079
12,12,R02765,-0.0071582711123552,4.634672862074603
13,13,R02766,,
14,14,R02767,,
15,15,R02768,,
16,16,R02769,,
17,17,R02770,,
18,18,R02772,27.784030373222866,49.354984895760815
19,19,R02773,-1.716947531261262,4.635827250451885
20,20,R02776,12.274784923388324,46.71879706611981
21,21,R02777,29.439082981161164,49.52923602260719
22,22,R02778,-12.217109165871392,4.041381880091456
23,23,R02780,,
24,24,R02781,-10.79059406967272,32.078739419473955
25,25,R02782,-40.77274231174319,86.25090306676947
26,26,R02783,-61.36797723008246,41.66412333965668
27,27,R02786,-15.09180475817342,52.884360790289136
28,28,R02788,-29.04428160432762,86.06287046098913
29,29,R02789,,
30,30,R02790,,
31,31,R02791,,
32,32,R02792,21.47656173009723,39.37018125868524
33,33,R02793,44.57781892706298,177.06623426712176
34,34,R02794,21.153515228453895,148.69853238072417
35,35,R02797,307.03772553832044,104.79542591029
36,36,R02798,-72.17455153859497,76.68857109505508
37,37,R02799,12.389360980995384,61.03907560438624
38,38,R02800,-3.4876897174261714,55.608587756102274
39,39,R02801,-78.25968353503532,103.09070641375722
40,40,R02802,,
41,41,R02804,,
42,42,R02805,-37.61591658488902,3.7450135891448944
43,43,R02806,,
44,44,R02807,57.89959531042473,46.8096434403046
45,45,R02808,,
46,46,R02809,,
47,47,R02810,-261.8152844338771,94.15631683052122
48,48,R02811,,
49,49,R02813,-46.01856245000008,73.28319539529656
50,50,R02814,,
51,51,R02815,17.91473155522671,72.205642673987
52,52,R02816,-131.76541533914147,74.30041442601883
53,53,R02817,-25.157778455615755,36.60881793869956
54,54,R02818,160.59631716568276,33.545185709554985
55,55,R02819,,
56,56,R02820,,
57,57,R02821,-20.829242821147687,115.03890560191138
58,58,R02822,,
59,59,R02823,,
60,60,R02824,,
61,61,R02825,29.11806655119421,49.1854609853974
62,62,R02826,,
63,63,R02827,,
64,64,R02828,,
65,65,R02829,,
66,66,R02830,-354.3297344071543,49.31647809079949
67,67,R02831,8.196966187812762,33.926796992559865
68,68,R02832,-3.866290468378075,25.64482926443876
69,69,R02833,-113.90611361266131,74.8788674248205
70,70,R02834,15.849494518222857,35.39031499530129
71,71,R02836,12.615183117982497,35.39031499530129
72,72,R02837,-20.492586524360803,70.0496109433384
73,73,R02838,,
74,74,R02839,61.17041815975006,159.40310424283862
75,75,R02840,-1.1217124569964128,157.57445752449942
76,76,R02841,18.557072947203157,78.6102008963144
77,77,R02843,,
78,78,R02846,-92.35685338971734,73.81739234538286
79,79,R02847,,
80,80,R02848,-12.904492727948876,10.992028714191378
81,81,R02849,-12.902683364058705,10.992028714191378
82,82,R02850,-12.90461127434753,10.992028714191378
83,83,R02851,,
84,84,R02852,37.09404971402704,77.17883957091689
85,85,R02853,-12.624420161268944,19.9441729750168
86,86,R02854,-584.9686679570126,50.7061701624103
87,87,R02855,14.035526149874856,39.35554528675363
88,88,R02856,10.801214749634951,39.35554528675363
89,89,R02857,8.936701234022038,58.36396990561802
90,90,R02858,-51.344828994364185,95.63245682615894
91,91,R02859,-32.15246840608601,100.7375859188318
92,92,R02860,,
93,93,R02861,-11.50496297152742,89.4256807379992
94,94,R02862,-80.57964009149019,120.73255425624124
95,95,R02863,-97.45849367202383,88.70528716330085
96,96,R02864,-81.71928886348388,4.631884781131671
0,0,R02865,-13.96956947513536,3.3031330777153247
1,1,R02866,-12.173074974184772,3.301116527671696
2,2,R02867,-13.967760111245184,3.3031330777153247
3,3,R02868,-13.969688021534123,3.3031330777153247
4,4,R02869,-19.588380925545177,115.12282103110084
5,5,R02872,-68.28444029558693,120.8800966042926
6,6,R02873,,
7,7,R02874,-356.4866448701247,95.06129884523416
8,8,R02875,-14.037317561513646,293.30839889480643
9,9,R02876,,
10,10,R02877,-122.55457996159284,6.579479332608698
11,11,R02878,11.258242077687726,3.5648142565923577
12,12,R02879,,
13,13,R02880,-333.5304125678148,125.92394347560858
14,14,R02882,-145.1723656199741,112.00346589197284
15,15,R02884,,
16,16,R02885,,
17,17,R02886,,
18,18,R02887,,
19,19,R02888,,
20,20,R02889,,
21,21,R02890,,
22,22,R02892,16.87416804929842,67.0486568579152
23,23,R02893,18.557072947203157,72.02044229294775
24,24,R02894,-126.85742014371348,49.492798403446976
25,25,R02895,-74.21265105920081,79.75470663250483
26,26,R02896,18.85532507367748,20.929806605970683
27,27,R02897,-53.566899183890754,63.30531565174544
28,28,R02898,-16.48442712611996,78.70060514137522
29,29,R02899,,
30,30,R02901,-6.671001413772999,66.36161857033592
31,31,R02902,10.19401232108865,32.958373088320535
32,32,R02903,,
33,33,R02904,,
34,34,R02905,,
35,35,R02906,109.78703262002632,108.99262648659756
36,36,R02907,-0.4793065899513777,83.86524920445515
37,37,R02908,-115.69340366589198,39.15353575862828
38,38,R02909,-357.82551387414577,86.92077480271803
39,39,R02910,28.58805227465527,103.32453143627768
40,40,R02911,-12.030156923537874,43.77949390279129
41,41,R02912,-125.07115064399696,57.83956911038141
42,42,R02914,9.43581854181106,3.592141464329538
43,43,R02915,60.47910281953854,91.1614304640346
44,44,R02917,,
45,45,R02918,,
46,46,R02919,-76.43219148608846,60.38917694123013
47,47,R02920,-96.7165371981616,107.61914777194993
48,48,R02921,-0.6628594025228267,3.695327526535351
49,49,R02922,-17.23755689261978,39.72702935057521
50,50,R02923,-92.47406394890872,6.576830212970746
51,51,R02924,,
52,52,R02925,-2.270505578739659,5.085184658471912
53,53,R02926,-5.607246545708449,3.5698565847578108
54,54,R02927,4.779493848747904,26.064236407922557
55,55,R02928,11.019477129169786,4.616107135541329
56,56,R02929,-11.844565812903994,75.3348280241912
57,57,R02930,-14.29807863641608,75.33455279485574
58,58,R02931,-93.99545536594424,110.53151200555152
59,59,R02932,-54.81366400714147,63.30531565174544
60,60,R02933,-28.05959679433036,38.92316190042703
61,61,R02934,,
62,62,R02935,18.738161312203214,34.783322991501215
63,63,R02936,15.503849911963314,34.783322991501215
64,64,R02937,-30.134341076739616,36.182735719089145
65,65,R02938,-12.009557799892209,3.415422987778569
66,66,R02940,-11.637146195001035,95.0873689941366
67,67,R02941,-56.349640272522976,48.67843327486183
68,68,R02942,-15.77474725931279,54.80041512249701
69,69,R02943,-134.8484460236328,67.95198630004536
70,70,R02944,7.037449637735733,62.91652903353523
71,71,R02945,17.12437560316357,19.52489958257536
72,72,R02946,14.993882999031868,4.015553339513698
73,73,R02948,-19.33265237217455,48.63426789272363
74,74,R02949,5.119322953084591,36.69898836468012
75,75,R02950,-413.9433977419399,131.08106273459023
76,76,R02951,-54.0100800673723,63.30531565174544
77,77,R02952,-50.54774997141217,50.32848336005325
78,78,R02953,,
79,79,R02954,-5.263061262084776,139.67143277004064
80,80,R02955,-19.285491517545296,33.490950933663946
81,81,R02957,-57.72649663338856,36.479163408121536
82,82,R02959,,
83,83,R02960,,
84,84,R02961,,
85,85,R02962,71.50012595287357,111.46787090962412
86,86,R02963,-20.663241959883024,60.774034576252255
87,87,R02964,-49.328441735641945,4.674474979077631
88,88,R02965,-65.57190862614878,4.637208951144479
89,89,R02968,-380.1114352801473,140.51189095266898
90,90,R02969,20.39949927836437,39.09901526955213
91,91,R02970,-19.92382819079223,38.61564477281741
92,92,R02971,-21.25974635405794,14.607104597926575
93,93,R02972,-47.45795271427444,56.144959044307775
94,94,R02973,16.950768851091865,57.67844518406758
95,95,R02974,-18.208987727192135,84.62255400206159
96,96,R02975,12.763702071801944,3.4565607239180984
0,0,R02976,-12.973414380274107,3.307574494005155
1,1,R02978,10.928283646257064,36.947896494924194
2,2,R02979,-13.63853641191936,71.02875911207502
3,3,R02980,,
4,4,R02982,-96.44314095627912,107.61914777194993
5,5,R02983,-1.8337464527012344,23.890336327772847
6,6,R02984,8.827228528770235,31.47593515976473
7,7,R02985,-0.1118123420994976,68.78752489450919
8,8,R02986,-1.403877387633088,58.92843640918929
9,9,R02987,,
10,10,R02988,66.74746902146018,58.1609049164646
11,11,R02989,63.51315762122027,58.1609049164646
12,12,R02990,-23.33104022904664,29.024580393631023
13,13,R02991,-33.92163064479493,78.66886592026272
14,14,R02992,-99.64991047150406,60.58919353052437
15,15,R02993,3.794909063252021,54.33815753011288
16,16,R02994,13.660222116732257,19.51624806887364
17,17,R02995,-375.28062498888727,55.48159460216093
18,18,R02996,0.0,3.2791974649514657
19,19,R02997,-16.01073887981738,62.424264260469904
20,20,R02998,-24.06002399767339,59.13838674286621
21,21,R02999,-78.34178776505455,47.126286236137375
22,22,R03001,-1.6902597426407606,21.770372833565613
23,23,R03003,,
24,24,R03004,-34.7581235306169,3.7440293768319015
25,25,R03005,-0.6694000570751086,3.695327526535351
26,26,R03006,-325.0917144978687,54.98477896972213
27,27,R03008,-450.6617125993654,45.9735205805113
28,28,R03009,-467.4056495011574,110.94707744755036
29,29,R03012,14.407068100353314,28.59842992125505
30,30,R03013,-16.45504541723264,19.9441729750168
31,31,R03014,-9.904634411252404,3.3658664800872136
32,32,R03015,,
33,33,R03016,,
34,34,R03017,,
35,35,R03018,-20.30920549125369,14.607104597926575
36,36,R03019,,
37,37,R03020,,
38,38,R03021,22.195622189977087,18.45376727651645
39,39,R03022,21.579926198467437,17.489650658374924
40,40,R03023,-331.3044972796711,59.809160407120544
41,41,R03024,14.754384432632094,62.03005825874371
42,42,R03025,-10.024863997631371,4.637119390945406
43,43,R03026,3.019633115528009,3.734012166636471
44,44,R03027,6.470972793630992,4.239588144956138
45,45,R03028,3.566942166771369,45.98072224724616
46,46,R03030,18.8205686339667,36.18624716468666
47,47,R03031,42.90552983610209,57.110065452058045
48,48,R03032,-51.97699263735599,27.86293072320125
49,49,R03033,-37.2421400984651,21.60218874811961
50,50,R03034,-18.175400300958188,21.45517770340593
51,51,R03035,4.101884018836927,3.695327526535351
52,52,R03036,-39.52940760652905,3.7440293768319015
53,53,R03037,-14.461829725746751,49.9717510735528
54,54,R03038,,
55,55,R03039,,
56,56,R03040,37.31918188132142,31.735551957166884
57,57,R03042,1927.7844724960448,3.4895253020714243
58,58,R03043,22.66538308458325,17.159092872594044
59,59,R03044,-19.43107168434358,17.159092872594044
60,60,R03045,-21.097390300336954,61.26711038485417
61,61,R03046,-3.674951760236581,63.96114594890267
62,62,R03048,10.917730012020954,38.91014863790616
63,63,R03049,19.68625469038625,4.633895055533566
64,64,R03050,-6.742161303397914,73.1098175483575
65,65,R03051,-6.3769554301321705,24.223067135635063
66,66,R03052,5.308650514041517,7.313255914397734
67,67,R03053,2.082588828741912,4.005066735654869
68,68,R03054,-10.03224693471322,3.786319810118397
69,69,R03055,-8.37832838303143,39.63499639111346
70,70,R03056,-22.244119542452204,43.71797443963295
71,71,R03057,24.726620271949685,71.36714231574112
72,72,R03058,-309.99420961520354,123.24104555265195
73,73,R03059,-31.586167258999662,86.56597119260803
74,74,R03060,,
75,75,R03062,-11.195488262778523,39.062934927230295
76,76,R03063,1.456263031972295,5.198380647448921
77,77,R03064,19.52675067461533,39.06083894214335
78,78,R03065,-8.583146047322032,18.796665876760606
79,79,R03066,-94.68310990869524,60.91066967473223
80,80,R03067,-113.57078806195832,61.971523353551135
81,81,R03069,-4.026605968103922,4.015152965485517
82,82,R03070,-3.102078685911289,4.634842618538013
83,83,R03071,,
84,84,R03072,-8.873613604700516,121.38827137131469
85,85,R03073,-22.85921027026416,17.75927812349226
86,86,R03075,32.91397453301467,41.69794548053174
87,87,R03076,,
88,88,R03077,-8.66955873970116,29.898928247175423
89,89,R03078,,
90,90,R03079,,
91,91,R03080,27.48050155891906,54.35235528676229
92,92,R03081,21.731642193088604,43.23345792739149
93,93,R03082,-18.442550879291687,48.399413278279184
94,94,R03083,-98.21606682846875,60.3380567254136
95,95,R03084,-5.30801008751412,4.015968041257447
96,96,R03086,,
0,0,R03087,,
1,1,R03088,-333.1841487911648,57.7614349927987
2,2,R03089,-397.163641271772,59.465001007132365
3,3,R03090,-329.94983739092464,57.7614349927987
4,4,R03091,-59.02170532812942,61.96042113050847
5,5,R03092,-375.2195969529809,72.73086947265806
6,6,R03093,18.004748530645827,44.68519119321197
7,7,R03094,31.04572910726364,32.815507741771995
8,8,R03095,-24.56465384347618,5.676099352109015
9,9,R03096,-22.068969661132087,34.392454308199895
10,10,R03097,-340.29229185547246,77.05100449097588
11,11,R03098,58.37996595877005,43.14172653487493
12,12,R03102,-23.383091145534934,4.375940578939712
13,13,R03103,-26.61740254577484,4.375940578939712
14,14,R03104,17.5043667420573,12.414743130020687
15,15,R03105,311.528781531543,73.85570037926811
16,16,R03106,-80.66628552478213,33.89636983255376
17,17,R03107,,
18,18,R03109,,
19,19,R03110,,
20,20,R03111,-96.54202878059591,107.61914777194993
21,21,R03112,-96.44561653559347,107.61914777194993
22,22,R03114,30.97247365207133,74.44757145132539
23,23,R03115,-250.5114011353668,33.214878438268656
24,24,R03116,-252.0773549015464,3.433455347645625
25,25,R03118,241.0032678409177,3.47482600250682
26,26,R03119,22.66538308458325,17.159092872594044
27,27,R03120,,
28,28,R03121,,
29,29,R03122,,
30,30,R03123,-18.27148022960014,53.89836264588836
31,31,R03124,-329.96312876236226,57.7614349927987
32,32,R03126,-384.7574652208989,143.28040685647
33,33,R03127,-17.78609069692297,30.31587776467088
34,34,R03128,0.0057021826668659,3.2791974649514657
35,35,R03129,,
36,36,R03130,-140.052588973694,125.14288820470746
37,37,R03131,-52.78041713736656,57.17194039018754
38,38,R03132,-166.98280626288016,75.58640687671915
39,39,R03133,-39.85840154213293,61.22477329482963
40,40,R03134,-122.98977862810364,83.55503306931372
41,41,R03135,,
42,42,R03136,,
43,43,R03137,,
44,44,R03138,15.388505432463546,127.5891497200949
45,45,R03139,-93.3288261415084,6.605818117266691
46,46,R03140,-526.2038182213303,15.128910914395966
47,47,R03141,-1549.328355667998,98.12150284774604
48,48,R03142,,
49,49,R03143,,
50,50,R03145,-149.56878373467856,5.826133227881716
51,51,R03146,,
52,52,R03147,,
53,53,R03148,-508.2315936662835,76.87443561600179
54,54,R03149,,
55,55,R03150,,
56,56,R03151,,
57,57,R03153,-3.669965769680971,24.01662439521543
58,58,R03154,0.6570208182749866,24.01733028946113
59,59,R03155,28.38619563466034,35.36359060928698
60,60,R03156,,
61,61,R03158,39.16825781577957,19.693861929637556
62,62,R03161,0.4481946155417233,24.0876070388453
63,63,R03162,,
64,64,R03163,5.362956494575329,4.633124487314744
65,65,R03164,,
66,66,R03165,-112.7654153338993,67.38378622493079
67,67,R03166,-112.76542785469437,67.38378622493079
68,68,R03167,,
69,69,R03168,-7.335800101980027,56.44254671745457
70,70,R03169,,
71,71,R03171,-24.153199129607412,22.214328028130044
72,72,R03172,,
73,73,R03173,,
74,74,R03174,,
75,75,R03175,,
76,76,R03176,8.550430067459445,52.31979706851329
77,77,R03177,-21.76001171661659,4.375940578939712
78,78,R03178,-22.608296879221054,6.928740267869832
79,79,R03180,-10.38133040368541,3.415422987778569
80,80,R03181,-7.560633915204562e-05,3.2791974649514657
81,81,R03182,-82.04773315289407,105.14520749313868
82,82,R03183,9.32846745798878,23.530064937483782
83,83,R03184,-107.68036944895044,72.54860895293993
84,84,R03185,,
85,85,R03186,-179.97123667037462,139.78392064031826
86,86,R03187,-53.72895215341504,37.541094970317
87,87,R03188,58.42760941141364,65.43992344081117
88,88,R03189,-23.21422481991345,81.8788370117083
89,89,R03190,43.62047484899284,40.93492541259504
90,90,R03191,81.73149063139368,45.1041761242294
91,91,R03192,78.49717923115378,45.1041761242294
92,92,R03193,-8.46454912174272,40.37601599640522
93,93,R03194,-55.60980412423834,332.1223568432883
94,94,R03195,,
95,95,R03197,-30.48377593275052,170.12284788870525
96,96,R03198,-19.833235428490525,36.9293032618839
0,0,R03199,-131.02212275346756,243.00588646740056
1,1,R03200,-135.00730224940588,248.9980892714519
2,2,R03201,,
3,3,R03202,-46.49898077970353,84.90247309900062
4,4,R03203,,
5,5,R03204,-451.66551237951296,86.77731289982053
6,6,R03206,,
7,7,R03207,-0.4979669075624979,4.011567585479252
8,8,R03208,-306.3698419012925,104.22820970092792
9,9,R03209,-9.061797772486043,3.335740309843525
10,10,R03210,-3.5668315528931345,41.29884545607021
11,11,R03211,-15.10543293057475,48.42614920756157
12,12,R03212,,
13,13,R03213,-38.0559667333458,106.00285113905836
14,14,R03214,-84.60681604067318,117.60932347264546
15,15,R03215,,
16,16,R03216,-120.62839034530592,72.47741821183988
17,17,R03217,-79.50297256726903,48.23143427457952
18,18,R03218,,
19,19,R03219,,
20,20,R03220,-433.1720419743031,128.13684472960423
21,21,R03222,-290.3566421882898,419.5567815654048
22,22,R03223,-5.508646514476595,4.637027018515188
23,23,R03224,,
24,24,R03225,-9.58611770568587,29.90972461621908
25,25,R03226,7.147797064256395,29.16637054219168
26,26,R03227,3.9134856640164912,29.16637054219168
27,27,R03228,3.554517092233823,26.514502819841145
28,28,R03229,-94.03335260865336,110.53151200555152
29,29,R03230,-16.022598958885126,29.829553890767016
30,30,R03231,4.672617741461295,64.31231442179497
31,31,R03232,,
32,32,R03234,6.765488567566763,9.716604992497556
33,33,R03236,-16.93076481290359,3.35475709789235
34,34,R03237,-16.904803961873995,3.35475709789235
35,35,R03238,-15.459679610095122,3.35475709789235
36,36,R03239,-16.928955449013415,3.35475709789235
37,37,R03240,9.387471787656636,16.963562987867046
38,38,R03241,-9.904634411252404,3.3658664800872136
39,39,R03243,-7.5965281524271955,4.63603574249501
40,40,R03244,0.0732421064056794,39.72595176054037
41,41,R03245,-2.387076807951587,3.2837772736714403
42,42,R03246,-613.2918980305919,95.79163429930465
43,43,R03247,-14.757356290906957,48.46548672486703
44,44,R03248,-18.53303586978418,38.77453501428732
45,45,R03249,-40.06519532143962,6.179754377885076
46,46,R03250,28.708758448178017,7.707918472515975
47,47,R03251,139.72659287673935,140.28779566474935
48,48,R03253,-501.4694625932773,110.8449831234492
49,49,R03254,80.90379384285599,22.60137988867228
50,50,R03255,,
51,51,R03256,6.809708694398523,33.13604478515783
52,52,R03257,,
53,53,R03258,,
54,54,R03259,,
55,55,R03260,-77.67320593619016,51.75601862744318
56,56,R03261,35.41977767363592,64.5969575126239
57,57,R03262,,
58,58,R03263,,
59,59,R03264,11.57840842464313,69.94314024940054
60,60,R03265,5.9897749010193095,104.64720008494096
61,61,R03266,-12.248348660335012,25.33894705442674
62,62,R03267,-56.70995137523802,57.80318268211356
63,63,R03268,-40.19539573049913,76.84054975221896
64,64,R03269,-48.46270465643848,56.144959044307775
65,65,R03270,,
66,66,R03271,-24.44441379763418,112.69005217212415
67,67,R03272,,
68,68,R03273,,
69,69,R03274,,
70,70,R03275,3.6119281914233454,30.322200543564666
71,71,R03276,-3.4513396781029826,4.337271351437033
72,72,R03277,-33.25878828158527,19.46509750842956
73,73,R03278,-1.5365167282076158,21.749061437876776
74,74,R03279,5.678734561037956,48.41911996398275
75,75,R03281,-376.5640069099365,43.28120284775591
76,76,R03283,-21.76283790439237,4.375940578939712
77,77,R03284,10.49020032601912,19.12460721519681
78,78,R03286,-19.211896299483413,58.39643928533573
79,79,R03288,-6.930748149836688,58.395794554569
80,80,R03289,-38.2413272776019,79.48845833471087
81,81,R03290,13.267801030599138,47.09682293799847
82,82,R03291,-1.092892155807604,51.86491460843666
83,83,R03292,10.033489630359234,47.09682293799847
84,84,R03293,-4.327203556047508,51.86491460843666
85,85,R03295,-17.649300485797767,51.97300809304216
86,86,R03296,0.0325530203874055,4.636182116284668
87,87,R03297,104.94046940233883,53.63561684094047
88,88,R03298,36.447675985162505,34.307802550867336
89,89,R03299,-349.5705544706345,48.96388038055826
90,90,R03300,-15.733294295751762,20.637813290658137
91,91,R03302,-18.967605695991665,20.637813290658137
92,92,R03303,-529.6227057093911,84.80957238729532
93,93,R03304,-96.69695321057524,107.61914777194993
94,94,R03306,-268.4393835112692,66.82535507745584
95,95,R03307,-39.716043110328656,89.21643586825175
96,96,R03308,-209.4825534958908,116.5023823632589
0,0,R03310,-415.95235462498965,115.31297029073475
1,1,R03311,,
2,2,R03313,13.24723702922487,28.97137921916688
3,3,R03314,-27.71531044675727,7.144271870261287
4,4,R03315,-10.409569428722309,3.5030838975676515
5,5,R03316,,
6,6,R03317,7.302467650640949,36.39614857169987
7,7,R03318,-1.1604493689258677,3.319228070350844
8,8,R03319,7.604644094956722,33.58185964636711
9,9,R03321,12.366505078650045,44.54238369761563
10,10,R03322,110.04891273153844,105.3324256899526
11,11,R03323,-23.45937277888233,38.98309090604059
12,12,R03325,4.316532405935881,41.15192212262986
13,13,R03326,,
14,14,R03327,18.79673850834001,89.53406801496189
15,15,R03329,,
16,16,R03330,-9.092179567769222,47.5079776634736
17,17,R03331,-56.95951246053375,36.29123732200951
18,18,R03332,,
19,19,R03333,-60.34344196150093,33.06769545520367
20,20,R03334,,
21,21,R03336,31.793436154828413,4.630775713136508
22,22,R03337,40.17197096902231,27.975636224007477
23,23,R03338,28.55912475458851,4.630775713136508
24,24,R03339,36.93765956878241,27.975636224007477
25,25,R03341,-22.029087467579743,33.773151181881126
26,26,R03342,-0.0157415513161822,3.2791974649514657
27,27,R03344,-239.95021696944264,104.32273844008829
28,28,R03345,-136.63352522829757,94.10707240590328
29,29,R03346,-12.271768100696534,3.301116527671696
30,30,R03347,13.870876348623597,3.3031330777153247
31,31,R03348,50.22332010828261,51.11915872427102
32,32,R03349,17.70624695045575,3.505541456959288
33,33,R03350,-15.316995909368131,35.975233273455764
34,34,R03351,76.85075712424214,58.62667717729354
35,35,R03352,-8.910067532319502,34.73444895231158
36,36,R03353,-0.4953764832533527,80.88572451221697
37,37,R03354,,
38,38,R03355,,
39,39,R03356,,
40,40,R03357,16.446632927922337,19.71992348879561
41,41,R03358,-38.66442162137695,54.427672170755336
42,42,R03359,-27.5382702951435,60.82919585759012
43,43,R03360,,
44,44,R03361,,
45,45,R03362,,
46,46,R03363,,
47,47,R03364,,
48,48,R03365,-566.3512805284907,104.8015712677526
49,49,R03366,-96.69521082784362,107.61914777194993
50,50,R03367,-50.5396865159004,50.32848336005325
51,51,R03369,-359.7731692366707,34.53332748052571
52,52,R03370,,
53,53,R03371,42.01380852155776,143.34755140635315
54,54,R03372,38.74792522079128,144.98709275738804
55,55,R03373,31.792136150124605,4.630775713136508
56,56,R03374,-8.865281919362616,60.39434868298215
57,57,R03375,-0.5070072050681347,3.695327526535351
58,58,R03376,,
59,59,R03378,-17.517409978444505,22.86200588493078
60,60,R03380,,
61,61,R03381,-12.264212356335392,28.678771092531303
62,62,R03383,-41.92594371107759,47.22869080947326
63,63,R03384,-8.100530163158538,24.510806712195137
64,64,R03385,-419.12530963148765,85.10439116799613
65,65,R03386,-415.890998231248,85.10439116799613
66,66,R03387,-17.136880227403026,3.3031330777153247
67,67,R03388,-5.20566897983727,64.26560921836044
68,68,R03390,80.48725800325025,62.41376244387604
69,69,R03391,75.93305642221566,39.592946321661614
70,70,R03392,72.69874502197575,39.592946321661614
71,71,R03393,-30.643712185710086,41.14864897506386
72,72,R03394,15.717844954623672,35.25111591523971
73,73,R03395,-13.931236663094635,14.607104597926575
74,74,R03396,7.690302058042093,34.355884173331305
75,75,R03397,26.65983204169804,32.79204892552171
76,76,R03398,4.4559906578021895,34.355884173331305
77,77,R03399,23.42552064145813,32.79204892552171
78,78,R03401,5.891237741433869,47.83725683814667
79,79,R03402,-87.93699409973135,106.0494480023224
80,80,R03404,-120.36941976019097,77.35951753742711
81,81,R03405,37.00412336062095,77.35112557740383
82,82,R03406,2.778692031437174,3.380111985363352
83,83,R03407,-0.4556193688027292,3.380111985363352
84,84,R03408,-395.8820081098965,18.333260267605425
85,85,R03409,-19.33177268977647,3.2940239250001677
86,86,R03410,,
87,87,R03411,,
88,88,R03415,,
89,89,R03416,,
90,90,R03417,,
91,91,R03418,-3.467291800360812,4.015960842974471
92,92,R03421,20.66964983453733,61.65205385987176
93,93,R03422,,
94,94,R03423,,
95,95,R03424,,
96,96,R03425,,
0,0,R03427,-21.336482193274804,32.387747321439335
1,1,R03428,-54.09160504986773,34.22442319555685
2,2,R03429,-33.48665475892881,26.21399088969014
3,3,R03430,27.948960600547597,34.22523109240195
4,4,R03431,31.75468774032421,4.630775713136508
5,5,R03433,-45.70189782335476,29.93523867827474
6,6,R03434,19.559253374034625,29.93470106028469
7,7,R03435,,
8,8,R03437,,
9,9,R03438,,
10,10,R03439,-400.02695014077983,114.04712633491648
11,11,R03440,-396.7926387405399,114.04712633491648
12,12,R03441,,
13,13,R03443,10.17087692584213,28.97137921916688
14,14,R03444,1.2996976893466723,36.532698612944735
15,15,R03445,-77.44232265735143,84.10416184873137
16,16,R03446,,
17,17,R03447,,
18,18,R03448,-2.678406096918565,38.76030154156439
19,19,R03449,,
20,20,R03450,,
21,21,R03451,-445.7702448808432,19.95448375828737
22,22,R03452,-361.8602431840276,48.61929610000646
23,23,R03454,,
24,24,R03455,,
25,25,R03456,-96.58102962109407,107.61914777194993
26,26,R03457,-85.04599577843881,34.491851659075785
27,27,R03458,71.60803383589635,69.74600393536414
28,28,R03459,-10.686580104062742,75.38926541711179
29,29,R03460,-25.441591075833895,50.87800972192863
30,30,R03461,-93.90003968857016,96.05638868075968
31,31,R03462,-323.7294576242113,124.0279445662295
32,32,R03463,33.63810053988351,105.00929685489052
33,33,R03464,68.91428933236062,78.88093693977066
34,34,R03465,75.89074104321114,63.40832201778138
35,35,R03466,-436.0496288733858,103.81572379561932
36,36,R03467,,
37,37,R03468,,
