,Unnamed: 0,ID,dG,std
64,64,R00195,8.413139977578453,47.38138215919141
65,65,R00196,,
66,66,R00197,,
67,67,R00198,,
68,68,R00199,2.9524046765090475,3.3230033703302304
69,69,R00200,27.17262188968345,3.3119761658556235
70,70,R00203,-14.419226742361332,25.856566993044755
71,71,R00205,-17.653538142601235,25.856566993044755
72,72,R00206,17.887742751311464,3.321872767791601
73,73,R00207,-157.71188846116888,6.703618852772686
74,74,R00208,-53.31526633900356,3.329905492193794
75,75,R00209,-33.450360832301044,4.856011169340981
76,76,R00210,-36.68467223254049,4.856011169340981
77,77,R00211,-167.41334260584154,6.686923969049936
78,78,R00212,21.0013295883748,3.669088350778964
79,79,R00213,-87.06758403840502,29.87756054832452
80,80,R00214,13.785198579668474,4.775546489861296
81,81,R00215,24.1470586072478,6.624660053596242
82,82,R00216,10.550887179428573,4.775546489861296
83,83,R00217,-16.067728983303525,4.775568894587634
84,84,R00218,73.34510984603018,106.50444041619107
85,85,R00219,16.066999030636566,4.775568894587634
86,86,R00220,-30.214319207420573,3.427174454999711
87,87,R00221,-34.67134681918215,30.24250625958643
88,88,R00223,-52.548820764480325,39.25418589564126
89,89,R00224,-16.91519025875448,4.909493334581783
90,90,R00226,46.16696594612202,34.724458446144155
91,91,R00227,-30.72223893739385,3.3258035699012645
92,92,R00228,-16.53517057354665,3.539582875395693
93,93,R00229,4.579594488073866,3.3063152962812588
94,94,R00230,9.701454144672724,3.3482408900783325
95,95,R00233,-22.626426336566222,22.4644384568298
96,96,R00234,,
97,97,R00235,-4.70528465029787,3.309016092283825
0,0,R00236,-63.60370409339262,36.89687657441196
1,1,R00237,6.131723793249904,24.04154966460637
2,2,R00238,26.287298079217152,3.4167727852933645
3,3,R00239,13.705899185242655,28.861446810726637
4,4,R00241,11.7090293617444,35.2307906044876
5,5,R00243,37.007263076076015,3.2927904902855443
6,6,R00245,-23.366995205097908,4.375940578939712
7,7,R00248,33.77295167583611,3.2927904902855443
8,8,R00250,-96.95571869746485,5.715467281815064
9,9,R00251,-30.8280315224458,52.85353904315412
10,10,R00253,-14.131642521180822,3.406960227883962
11,11,R00254,10.231486322438144,44.16411119292496
12,12,R00256,-12.011001928139253,3.415422987778569
13,13,R00257,-11.491680015590134,69.1601650969047
14,14,R00258,1.0623577304035052,3.3300968652603795
15,15,R00259,-7.985135589108481,34.664815600357564
16,16,R00260,0.1792497300114952,4.06108645829731
17,17,R00261,-36.209347065699575,5.780937543706853
18,18,R00262,-6.66896060434234,4.207188210385784
19,19,R00263,,
20,20,R00264,-28.229178800355328,4.375940578939712
21,21,R00265,-31.57461287646538,5.212713373961603
22,22,R00267,5.5990870039024685,4.830445749646213
23,23,R00268,-14.08472928937951,25.185766202396557
24,24,R00269,-13.616159594306737,3.415422987778569
25,25,R00270,41.742789412758825,4.863972058601391
26,26,R00271,-42.77741084725616,24.209726536809143
27,27,R00272,-29.71019916545302,5.551364057100004
28,28,R00273,-163.41724202277558,9.270147159259878
29,29,R00274,-310.2245486886428,4.93313073770655
30,30,R00275,-34.178152541231555,132.63726083824338
31,31,R00276,176.9400770557092,7.373275237593367
32,32,R00277,-98.45541888903696,6.607715193711421
33,33,R00278,-104.7240668901194,6.160489425054587
34,34,R00279,-97.13496842747632,6.194276392398612
35,35,R00280,,
36,36,R00281,,
37,37,R00282,,
38,38,R00283,,
39,39,R00284,,
40,40,R00286,4.611945033045231,23.890336327772847
41,41,R00287,-34.29018215346804,3.358820570012341
42,42,R00289,1.3378658889194526,3.319228070350844
43,43,R00291,2.9409464842964823,3.408608369244988
44,44,R00292,,
45,45,R00293,-34.65560914023955,40.33268251118805
46,46,R00294,,
47,47,R00295,,
48,48,R00296,,
49,49,R00297,,
50,50,R00298,,
51,51,R00299,-13.873979353678353,3.3031330777153185
52,52,R00300,-1.6432319130575197,3.4154074959498386
53,53,R00301,10.58289159231117,32.24525107381419
54,54,R00302,-89.99377049029137,39.18623415615629
55,55,R00303,-12.26866509564178,3.301116527671696
56,56,R00304,-18.648445208718652,3.374095307236379
57,57,R00305,,
58,58,R00306,-12.045581691765506,3.435499634231404
59,59,R00307,0.8794010294204782,3.2902780116942423
60,60,R00308,-270.725800110265,3.389980298217496
61,61,R00310,81.71954031263618,4.631884781131671
62,62,R00311,,
63,63,R00312,,
64,64,R00313,,
65,65,R00314,,
66,66,R00315,14.281048632746646,3.336264461929468
67,67,R00316,58.89841944309472,36.896010250175934
68,68,R00317,-40.423693082066734,3.351545903362996
69,69,R00318,-163.19540262467672,36.17278896797032
70,70,R00319,-500.0540135696484,5.930611928057613
71,71,R00320,25.488355007264275,3.354386740689584
72,72,R00321,-40.49500398453191,58.1034595157163
73,73,R00322,-94.3259430307867,36.90080710552806
74,74,R00324,-36.12768726899242,21.26224275384539
75,75,R00325,2.4617580235689616,3.526954387532044
76,76,R00326,,
77,77,R00327,-31.828323037715972,41.622858186657055
78,78,R00328,-24.369975200876357,3.295430063736404
79,79,R00329,,
80,80,R00330,0.027931327400779,3.2791974649514657
81,81,R00331,,
82,82,R00332,-1.7726692484437765,3.283777273671451
83,83,R00333,,
84,84,R00334,,
85,85,R00335,-26.17057577672091,3.2940239250001677
86,86,R00336,-13.470982342694208,36.59282154228295
87,87,R00337,-32.53676044649758,4.718688041171169
88,88,R00338,-50.78606850376349,4.946945226154511
89,89,R00339,-53.935243980107884,20.892218134618616
90,90,R00340,-60.41704403174606,18.062008410992423
91,91,R00341,11.10489290637993,4.772483628248805
92,92,R00342,29.852927562972127,3.296663520589558
93,93,R00343,26.618616162732224,3.296663520589558
94,94,R00344,-4.792736065383608,3.362730753341648
95,95,R00345,37.24753735570003,4.767656388205727
96,96,R00346,22.312199280897573,4.771374423906303
97,97,R00347,-41.12881258183597,17.022443341807403
0,0,R00348,-21.07757877498113,23.657680254094902
1,1,R00350,12.68364533974922,25.278647836003376
2,2,R00351,36.04894095604757,3.31450511326154
3,3,R00352,9.906296506727642,3.3140562724738416
4,4,R00353,-6.558697353262673,22.214704041913095
5,5,R00354,10.383067232145478,28.4206666512154
6,6,R00355,3.009633304501449,3.334469454325121
7,7,R00357,-93.94608539296338,5.738584566859097
8,8,R00359,-100.6722882100385,22.14365233054168
9,9,R00360,-104.11005421056876,5.717674804501417
10,10,R00361,,
11,11,R00362,5.32670201865362,3.320908168958135
12,12,R00363,-0.0007299526669584,3.2791974649514657
13,13,R00364,,
14,14,R00365,49.32775905463143,3.66642850429966
15,15,R00366,-84.6352227189093,5.920671922613509
16,16,R00367,50.85935459022052,101.01630731883547
17,17,R00368,13.801307693517984,50.22868138622315
18,18,R00369,-11.25813824815205,3.698196152703344
19,19,R00371,24.55673771450964,30.3293661607358
20,20,R00372,12.320495978555527,3.6639573943782
21,21,R00373,9.310862674054109,3.68445441907869
22,22,R00374,,
23,23,R00375,,
24,24,R00376,,
25,25,R00377,,
26,26,R00378,,
27,27,R00379,,
28,28,R00380,,
29,29,R00381,,
30,30,R00382,,
31,31,R00383,,
32,32,R00384,,
33,33,R00385,,
34,34,R00387,,
35,35,R00388,,
36,36,R00389,,
37,37,R00390,,
38,38,R00391,,
39,39,R00392,,
40,40,R00393,,
41,41,R00394,,
42,42,R00395,,
43,43,R00396,38.069620806479634,3.3310407647209384
44,44,R00397,-14.120453409205568,4.826661923894245
45,45,R00398,34.23271035161518,4.636869427332891
46,46,R00399,-1.1442508846173922,8.734714314543316
47,47,R00400,-1.947275574097944,3.3774366249229595
48,48,R00401,0.0157670107163596,3.466744920928141
49,49,R00402,69.25920426838837,3.947886283617988
50,50,R00405,0.2526079001179653,3.3192754241848057
51,51,R00406,-3.2623564743991835,4.365121697480398
52,52,R00407,-26.395252349437783,3.333939968048042
53,53,R00408,52.702795938397855,5.126581872490088
54,54,R00409,21.543589563436,33.40538938357363
55,55,R00410,12.02802764655314,3.357351051948624
56,56,R00411,-1.5219517449405942,52.85168053438657
57,57,R00412,,
58,58,R00414,-23.959925789120632,6.001510797811918
59,59,R00416,1.357087738136613,3.319228070350844
60,60,R00417,,
61,61,R00418,0.9289846669400248,38.14688361838939
62,62,R00420,-2.3780729713507327,34.73544665628433
63,63,R00421,4.429968978438637,22.316342187374453
64,64,R00422,,
65,65,R00423,,
66,66,R00424,-168.30691829213535,76.21346536427437
67,67,R00425,-19.29489326759005,49.908615630385086
68,68,R00426,-35.60521290279479,3.331760149384333
69,69,R00428,6.008201605688356,4.636778191645493
70,70,R00429,-28.79534433194226,36.5900185793132
71,71,R00430,27.14469056228268,3.3119761658556235
72,72,R00431,11.076961578979152,4.772483628248805
73,73,R00432,0.2246765727170725,3.3192754241848057
74,74,R00434,6.964156803974539,3.460505918316944
75,75,R00435,,
76,76,R00436,,
77,77,R00437,,
78,78,R00438,,
79,79,R00439,,
80,80,R00440,,
81,81,R00441,,
82,82,R00442,,
83,83,R00443,,
84,84,R00444,,
85,85,R00445,0.6305865267521114,5.754378647622009
86,86,R00446,45.103318022865466,3.6765150871079446
87,87,R00447,-93.26331055408816,6.160842833914421
88,88,R00448,-233.57065143373543,51.570305181555135
89,89,R00449,-455.9268269844611,7.763492625959353
90,90,R00451,-26.23562220464001,7.775672862621838
91,91,R00452,46.9966082797593,39.26712605676094
92,92,R00453,7.033697216385832,3.709831017493792
93,93,R00454,-4.237166207928773,33.81933064742158
94,94,R00457,8.09605494678928,3.664413011044908
95,95,R00458,-26.485072729465216,33.81973856540059
96,96,R00459,-103.71831293292138,5.775617251469209
97,97,R00460,-0.7748435467468227,4.012591311475723
0,0,R00461,-4.609610074562738,4.014487474050829
1,1,R00462,-28.641109583001565,7.437617296106857
2,2,R00463,1.3974684320086794,36.10732780815016
3,3,R00465,40.930836820754735,3.4153267856753224
4,4,R00466,-159.60639600081302,6.769373819634635
5,5,R00468,-10.560796171549228,3.5920101824742314
6,6,R00469,-25.6015713731705,6.325281234879721
7,7,R00470,18.87009534486517,3.690614612922482
8,8,R00471,14.774052763211008,23.85132977921007
9,9,R00472,35.43251222387472,3.882651820848924
10,10,R00473,12.29961634883599,4.239271294439473
11,11,R00474,26.35585885455628,35.12249812925207
12,12,R00475,-89.79783355254592,5.784378004862921
13,13,R00476,,
14,14,R00477,-42.23709883217129,53.933030617680245
15,15,R00478,-8.441609370606393,17.119353752986093
16,16,R00479,9.195519054985873,3.600517717028026
17,17,R00480,18.889952832994798,4.62045268077969
18,18,R00481,-77.71436551863384,60.20764527533627
19,19,R00482,-9.300897670258223,5.1036531616765775
20,20,R00483,-18.5857768086301,5.123386332459524
21,21,R00484,-31.54050579920458,6.391189356804018
22,22,R00485,-16.841746779061936,5.099505324140169
23,23,R00486,-1.833250718046088,43.8480052263677
24,24,R00487,13.33231621291337,37.30618192188052
25,25,R00488,-44.05455515030731,37.30569240590684
26,26,R00489,-22.08999951995557,7.369836880707561
27,27,R00490,13.573146932737814,3.322209033906038
28,28,R00491,6.726202817075119,21.644974014167097
29,29,R00493,,
30,30,R00494,22.066838395294965,60.20496222669937
31,31,R00497,-43.98854702163352,37.147347730094864
32,32,R00499,-28.92009464923773,48.480068302265536
33,33,R00501,0.5643472829632117,23.904712530610507
34,34,R00502,-8.66955858020603,29.898928247175423
35,35,R00503,-11.852338349083965,3.864921151138876
36,36,R00504,-4.663867118214341,47.95992028184271
37,37,R00505,17.775744054038967,41.60527557919071
38,38,R00506,,
39,39,R00507,-83.36529639957007,3.568889525274201
40,40,R00508,2.0974279569730925,28.9412398741642
41,41,R00509,-28.24007240629317,28.940191657584307
42,42,R00510,21.505750178654665,68.67295653070983
43,43,R00511,-12.36121566215064,3.301116527671696
44,44,R00512,-1.788548368171746,3.283777273671451
45,45,R00513,-13.781428787169489,3.3031330777153185
46,46,R00514,-24.354096081148384,3.295430063736404
47,47,R00515,-35.535441604636446,3.331760149384333
48,48,R00516,-12.310343584361137,3.3031330777153185
49,49,R00517,-13.809360114570268,3.3031330777153185
50,50,R00518,70.10969490019181,32.91873679007394
51,51,R00519,-12.449031243926072,4.904454518780333
52,52,R00521,-91.36094238690478,32.9357547500135
53,53,R00522,-17.005229005308692,5.8728747756861805
54,54,R00524,-59.638007214608365,88.44718119787152
55,55,R00525,-34.29135964586101,56.98865477536083
56,56,R00526,-55.60250651690325,46.322504653354514
57,57,R00527,-82.08465000913897,41.71758484489839
58,58,R00528,,
59,59,R00529,48.02059897917872,3.524963223607172
60,60,R00530,59.22790535369637,3.535286543639854
61,61,R00531,-83.44812256687082,3.568889525274201
62,62,R00532,-156.05343493643824,73.72546714455392
63,63,R00533,-171.43786179925394,7.024586070471294
64,64,R00534,-122.37094752926502,72.47741821183988
65,65,R00535,-32.876833340245625,83.71805130662297
66,66,R00536,-39.85468548287467,102.93789385142124
67,67,R00537,-35.57209145966536,79.48845833471087
68,68,R00538,,
69,69,R00539,,
70,70,R00540,,
71,71,R00542,,
72,72,R00543,,
73,73,R00544,,
74,74,R00545,,
75,75,R00546,,
76,76,R00547,,
77,77,R00548,-21.91086817974795,52.18568739099809
78,78,R00549,-4.231776269572151,52.18555964710859
79,79,R00550,3.262422971029366,52.18970141637571
80,80,R00551,-28.691365590263665,7.707918472515979
81,81,R00552,-34.79545023437857,4.977515459925785
82,82,R00554,6.545088667324535,3.327067175766354
83,83,R00555,,
84,84,R00557,-1253.214946857931,17.1447195606604
85,85,R00558,-284.66066135258825,83.15127770160271
86,86,R00559,-455.9157106616744,7.763492625959353
87,87,R00562,31.550991306486797,4.635883823313431
88,88,R00563,51.07044205234408,30.866355584266003
89,89,R00565,-0.2916983167192812,4.630593342713533
90,90,R00566,-28.63202867975619,7.437617296106857
91,91,R00567,-0.7748435467468227,4.012591311475723
92,92,R00568,-19.7890665753921,3.5055861801630086
93,93,R00569,-26.116683598290532,3.2940239250001677
94,94,R00570,-0.025960851029481,3.2791974649514657
95,95,R00571,-6.353577873928032,3.5194605129866594
96,96,R00572,27.19858274071305,3.3119761658556235
97,97,R00573,-18.36457980206734,3.6679349024627546
0,0,R00574,7.075092283527603,3.460505918316944
1,1,R00575,-6.5072592903396185,4.404128268346377
2,2,R00576,0.5427999357640374,3.3300968652603795
3,3,R00577,,
4,4,R00578,-30.59677873676924,5.19038404399201
5,5,R00579,0.1792497300114952,4.06108645829731
6,6,R00581,44.84390070704069,3.3800514742541896
7,7,R00582,-10.137901511322696,3.293714928444081
8,8,R00584,-4.797436563479778,3.2995839086719574
9,9,R00585,6.7742799005612255,3.3800687093093806
10,10,R00586,-6.7495991012075365,4.634033664334578
11,11,R00588,-4.4838583475908536,3.720025231303569
12,12,R00589,4.457027611761575,30.247206263069693
13,13,R00590,-30.437122957662936,74.65232171682682
14,14,R00594,,
15,15,R00595,,
16,16,R00596,,
17,17,R00597,,
18,18,R00598,,
19,19,R00599,,
20,20,R00600,,
21,21,R00601,,
22,22,R00602,-293.9853142427663,6.119918494987262
23,23,R00603,97.78348117782814,66.67036924671068
24,24,R00604,-42.003410369206,3.91927324364853
25,25,R00605,34.694510731100095,4.924426698551139
26,26,R00606,,
27,27,R00608,-99.26847104244057,6.737293615560827
28,28,R00609,,
29,29,R00610,-90.05973705060231,36.06594007339947
30,30,R00611,,
31,31,R00612,-66.96139915377421,39.862770933520345
32,32,R00614,-76.69792110030633,5.752579849116755
33,33,R00615,-25.987766348219623,3.295430063736404
34,34,R00616,1.908511148550588,3.2791974649514657
35,35,R00617,-0.1548781011005076,3.283777273671451
36,36,R00618,-28.051155597870604,3.2940239250001677
37,37,R00619,-11.912419545999342,14.607104597926575
38,38,R00621,-46.72438765520434,58.35704275085871
39,39,R00623,,
40,40,R00624,,
41,41,R00625,,
42,42,R00626,,
43,43,R00627,,
44,44,R00628,,
45,45,R00629,,
46,46,R00630,,
47,47,R00631,,
48,48,R00634,,
49,49,R00635,,
50,50,R00636,,
51,51,R00637,,
52,52,R00638,,
53,53,R00639,,
54,54,R00640,,
55,55,R00643,-103.54934783682786,72.51940991225668
56,56,R00644,-258.69274977131806,101.52870522279004
57,57,R00645,,
58,58,R00646,-534.3712931875847,71.24018908736701
59,59,R00647,-0.0146756869914952,3.2791974649514657
60,60,R00648,-107.81481934834346,23.19721014864509
61,61,R00649,38.18322468880761,81.08430937240958
62,62,R00650,-6.889982639832297,99.03516955834392
63,63,R00651,-97.46967316639048,53.65458723084601
64,64,R00652,-23.179596629434187,22.782540536506826
65,65,R00653,-14.593175574068797,50.58289774956211
66,66,R00654,24.39461516032106,48.96282917106601
67,67,R00655,-10.231198638641343,22.65329749636197
68,68,R00656,-40.79291608664784,28.50702698306817
69,69,R00657,,
70,70,R00658,-4.178064788947253,3.2968277691138117
71,71,R00659,28.64370709249181,3.3119761658556235
72,72,R00660,-25.973808175805218,50.119902889027415
73,73,R00661,16.162182328169933,4.636775683083818
74,74,R00662,-32.95231626454864,3.331760149384333
75,75,R00664,-61.68126591953177,141.10030251975763
76,76,R00665,-24.53134126357017,6.391928990147467
77,77,R00666,40.34274963937466,37.43866295671564
78,78,R00667,18.898285448202955,6.384573918099056
79,79,R00668,-57.50286246618896,58.629934260797135
80,80,R00669,-20.445424873106543,34.69449517654352
81,81,R00670,-28.64114840319459,7.437617296106857
82,82,R00671,-24.944461462541256,5.660566078711336
83,83,R00672,-0.7748435467468227,4.012591311475723
84,84,R00673,20.709641638515592,3.358344340376181
85,85,R00674,-50.92396084593618,3.5001235222696367
86,86,R00675,-9.01997857410332,6.116626823381856
87,87,R00676,-12.254289974343225,6.116626823381856
88,88,R00677,-142.9829603476444,7.696529669313835
89,89,R00678,-369.4781637513872,71.37476405522597
90,90,R00679,-487.3539687228995,43.47044574308227
91,91,R00681,-387.078663723858,49.19277175671397
92,92,R00682,-15.114012421315692,43.00963950868277
93,93,R00683,11.835033803458217,105.1910575759932
94,94,R00684,-46.02724165017956,6.10939202605289
95,95,R00685,-48.69995127663964,35.670070000106065
96,96,R00686,-52.98055221019786,29.90650699641033
97,97,R00688,36.84106455125695,4.023980558150855
0,0,R00689,-97.12191722228368,6.165764554033867
1,1,R00690,-441.49304831598,43.432121111934045
2,2,R00691,22.499852145408312,119.13816116512312
3,3,R00692,-1.2285562552222906,4.054572045861469
4,4,R00693,-22.759861732410272,42.258251732686105
5,5,R00694,-0.1661985248188404,4.012861401712265
6,6,R00695,3.1758318293202894,4.058156105938472
7,7,R00697,-3.7291750399986654,3.337236258378941
8,8,R00698,-283.60686945436987,43.42507618097649
9,9,R00699,-48.70141694516161,35.670070000106065
10,10,R00700,-16.243466890506625,3.331693695446193
11,11,R00702,-112.27499031062128,178.12426777581024
12,12,R00703,26.761392947453945,3.319191573400712
13,13,R00704,23.68443655715032,4.013329455558539
14,14,R00705,-21.52515960928088,6.6605255582704
15,15,R00706,-24.75947100952078,6.6605255582704
16,16,R00707,4.348315241659151,7.746712852052961
17,17,R00708,1.1140038414192477,7.746712852052961
18,18,R00709,8.833398404142372,4.830445749646213
19,19,R00710,-47.25740951094019,3.5763362826342826
20,20,R00711,-50.491720911180096,3.5763362826342826
21,21,R00713,-25.02535466021044,4.375940578939712
22,22,R00714,-28.259666060450343,4.375940578939712
23,23,R00715,36.74622818930072,4.631574523895657
24,24,R00716,33.51191678906082,4.631574523895657
25,25,R00717,44.16514822099464,3.4153267856753224
26,26,R00719,-26.14083508542996,3.2940239250001677
27,27,R00720,-35.42135647190787,3.331760149384333
28,28,R00722,-0.0018093638901746,3.2791974649514657
29,29,R00723,-24.37675801591007,3.2940239250001677
30,30,R00724,27.17443125357363,3.3119761658556235
31,31,R00725,-13.872169989788176,3.3031330777153185
32,32,R00726,11.106702270270103,4.772483628248805
33,33,R00727,0.2544172640080262,3.3192754241848057
34,34,R00728,29.06310188484088,7.03745413557554
35,35,R00729,-96.49863983408558,6.164869726329456
36,36,R00730,-247.6766609317114,60.84444269732581
37,37,R00731,-267.94174518863275,57.76092487749998
38,38,R00732,82.2354509564969,119.14156375682036
39,39,R00733,79.001139556257,119.14156375682036
40,40,R00734,0.4570788633792535,4.011567585479252
41,41,R00735,-43.45247792649738,56.9580330954914
42,42,R00736,-48.68896543891083,35.670070000106065
43,43,R00737,-3.740564027608855,3.337236258378941
44,44,R00739,-19.38140154359344,48.9167850286288
45,45,R00740,-2.133044672954597,22.51770183656912
46,46,R00742,1.7659612878793496,22.219931352852708
47,47,R00743,-5.251808695566297,18.487777034149527
48,48,R00744,40.64458844295221,19.29034053564919
49,49,R00746,17.70133788161172,3.299077340895539
50,50,R00747,-127.29847111265217,38.56866333260374
51,51,R00748,-39.53677971383007,25.40590797726161
52,52,R00749,-30.116675010069716,29.50789184568905
53,53,R00750,-20.313252429929378,22.263010903942977
54,54,R00751,10.080674602712849,4.12485754285011
55,55,R00753,22.295233932625507,3.864944845833598
56,56,R00754,20.935649281851624,3.299077340895539
57,57,R00755,-13.309679891475405,58.62308939567521
58,58,R00756,-16.93076481290359,3.354757097892344
59,59,R00758,10.667486219464536,3.5449071337496614
